response_id,source,object,original_translated,text,utility_rater02,cluster,center_dist,number_words,cluster_response
3238,additional,can,send text message,send text message,1,127,0.4426295757293701,3,make call
6669,additional,can,host meeting,host meeting,1,127,0.458224207,2,make call
2863,additional,can,open SIM slot,open sim slot,1,128,0.1122736185789108,3,open sim slot
2864,additional,can,open SIM slot on phone,open sim slot phone,1,128,0.1122736185789108,4,open sim slot
18952,human,can,tin telephone,phone,4,129,0.2314141243696212,1,phone
529,additional,can,phone,phone,1,129,0.2314141243696212,1,phone
23426,human,can,make phone,talk phone,2,129,0.3002555072307586,2,phone
6168,additional,can,mobile phone,mobile phone,2,129,0.3287956118583679,2,phone
22398,human,can,as phone thingy,phone thingy,2,129,0.3372570872306824,2,phone
19616,human,can,kind of primitive telephone,kind primitive telephone,3,129,0.3665671944618225,3,phone
377,human,can,use it as a telephone (you know,phone knows,4,129,0.367992103,2,phone
22699,human,can,build phone,build phone,2,129,0.3697421252727508,2,phone
20396,human,can,diy telephone speaker,diy phone speaker,3,129,0.438325822,3,phone
22491,human,can,phone hoejse,phone case,2,130,0.2586007714271545,2,phone case
5987,additional,can,mobile phone case,mobile phone case,2,130,0.2649656534194946,3,phone case
5986,additional,can,cell phone case,cell phone case,2,130,0.3001728653907776,3,phone case
5989,additional,can,protective case for phone,protective case phone,2,130,0.3057836294174194,3,phone case
5990,additional,can,protective case for mobile phone,protective case mobile phone,2,130,0.3133345544338226,4,phone case
5984,additional,can,phone cover,phone cover,2,130,0.3145645260810852,2,phone case
18524,human,can,phone holder,phone holder,3,130,0.3480570316314697,2,phone case
5985,additional,can,mobile case,mobile case,2,131,0.3128343224525451,2,mobile case
19509,human,can,smartphone case,smartphone case,2,131,0.3559165000915527,2,mobile case
20039,human,can,p\etui,case,3,131,0.3633632659912109,1,mobile case
6170,additional,can,smartphone,smartphone,2,131,0.3761952519416809,1,mobile case
5991,additional,can,device case,device case,2,131,0.3846030235290527,2,mobile case
20825,human,can,make a mobile,mobile,2,131,0.388586164,1,mobile case
823,LLM,can,android,android,2,131,0.4062035381793976,1,mobile case
6703,additional,can,solve complex legal case,solve complex legal case,1,131,0.4761885106563568,4,mobile case
21075,human,can,put tab in can,lip,5,132,0.2642110884189605,1,lip
2545,additional,can,lipgloss,lipgloss,1,132,0.2977398335933685,1,lip
2544,additional,can,lipstick,lipstick,1,132,0.3030588626861572,1,lip
21074,human,can,break tab,break lip,5,132,0.3237780630588531,2,lip
683,human,can,make a dress/shirt with the tab of a can,lip dress shirt,3,132,0.3492371141910553,3,lip
23502,human,can,fake microphone,fake microphone,3,133,0.2812712788581848,2,fake microphone
20554,human,can,microphone,microphone,3,133,0.3126412034034729,1,fake microphone
19295,human,can,voice\distorter,distort voice,3,133,0.3353520333766937,2,fake microphone
19983,human,can,make voice sound funny,make voice sound funny,3,133,0.3670832216739654,4,fake microphone
22767,human,can,megaphone,megaphone,3,133,0.3836850225925445,1,fake microphone
18689,human,can,make a fake telephone,fake phone,2,134,0.2621784210205078,2,fake phone
19233,human,can,fake telephone call,fake phone call,3,134,0.2951359450817108,3,fake phone
19986,human,can,to make a fake phone,sun fake phone,3,134,0.321418285,3,fake phone
509,additional,can,Fake mustache,fake mustache,1,134,0.3492153882980346,2,fake phone
6146,additional,can,disguise,disguise,2,134,0.3793367743492126,1,fake phone
19520,human,can,costume,costume,2,135,0.2195397019386291,1,costume
22745,human,can,halloween costume,halloween costume,3,135,0.2261521816253662,2,costume
6145,additional,can,halloween costume,halloween costume,2,135,0.2261521816253662,2,costume
6143,additional,can,masquerade costume,masquerade costume,2,135,0.2932280302047729,2,costume
6144,additional,can,theatrical costume,theatrical costume,2,135,0.2989180088043213,2,costume
19759,human,can,make clothes from,clothing,2,136,0.2844108939170837,1,clothing
6140,additional,can,attire,attire,2,136,0.2879343032836914,1,clothing
18886,human,can,make clothes from can,clothing look,2,136,0.2990112006664276,2,clothing
6139,additional,can,outfit,outfit,2,136,0.3095131516456604,1,clothing
580,additional,can,wardrobe,wardrobe,1,136,0.3242217600345611,1,clothing
6142,additional,can,uniform,uniform,2,136,0.3767440617084503,1,clothing
20542,human,can,as a fashion statement,fashion statement,3,136,0.3835346698760986,2,clothing
22941,human,can,make dress,dress,2,137,0.263760507,1,dress
6096,additional,can,evening gown,evening gown,2,137,0.341403067,2,dress
6101,additional,can,mini dress,mini dress,2,137,0.3438151180744171,2,dress
6102,additional,can,a-line dress,line dress,2,137,0.344004214,2,dress
6098,additional,can,ball gown,ball gown,2,137,0.3469266891479492,2,dress
6099,additional,can,summer dress,summer dress,2,137,0.3525750339031219,2,dress
6092,additional,can,gown,gown,2,137,0.3562101125717163,1,dress
6100,additional,can,maxi dress,maxi dress,2,137,0.3611913323402405,2,dress
3222,additional,can,sew dress,sew dress,1,137,0.3637311160564422,2,dress
6095,additional,can,frock,frock,2,137,0.3759636282920837,1,dress
6103,additional,can,sundress,sundress,2,137,0.3788601756095886,1,dress
19469,human,can,bag,bag,2,138,0.2845905721187591,1,bag
5948,additional,can,tote bag,tote bag,2,138,0.2943300306797027,2,bag
18712,human,can,bag,handbag,2,138,0.3098189532756805,1,bag
5945,additional,can,purse,purse,2,138,0.3154968023300171,1,bag
5949,additional,can,tote,tote,2,138,0.3257798552513122,1,bag
5954,additional,can,hand tote,hand tote,2,138,0.3317101299762726,2,bag
19247,human,can,Wallets,purses,2,138,0.3512984216213226,1,bag
5952,additional,can,handheld bag,handheld bag,2,138,0.3629893362522125,2,bag
5946,additional,can,satchel,satchel,2,138,0.3717471063137054,1,bag
5953,additional,can,mini bag,mini bag,2,138,0.3752121031284332,2,bag
18523,human,can,hat,hat,3,139,0.2780888676643371,1,hat
507,additional,can,Hat,hat,1,139,0.2780888676643371,1,hat
19361,human,can,hat,cap,3,139,0.3120027482509613,1,hat
603,additional,can,hubcap,hubcap,1,139,0.3635077178478241,1,hat
22584,human,can,"collect ""caps"" for a piece of jewelry",collect caps jewelry,4,139,0.3894204497337341,3,hat
18966,human,can,headgear,headgear,3,140,0.3250360190868377,1,headgear
6022,additional,can,goggles,goggles,2,140,0.3328501880168915,1,headgear
22056,human,can,wear as headgear,wear headgear,3,140,0.3392021358013153,2,headgear
2874,additional,can,scuba diving mask,scuba diving mask,1,140,0.3592109084129333,3,headgear
3230,additional,can,breathe underwater,breathe underwater,2,140,0.4590114951133728,2,headgear
515,additional,can,scarf,scarf,1,141,0.3006758689880371,1,scarf
6088,additional,can,sweater,sweater,2,141,0.3470845222473144,1,scarf
19362,human,can,scarf,shawl,2,141,0.3645931482315063,1,scarf
3849,additional,can,knit scarf,knit scarf,1,141,0.3670300841331482,2,scarf
6085,additional,can,cardigan,cardigan,2,141,0.3953680992126465,1,scarf
532,additional,can,blanket,blanket,1,141,0.3967874646186828,1,scarf
6090,additional,can,pullover,pullover,2,141,0.4268890023231506,1,scarf
23320,human,can,pillow,pillow,1,141,0.4282577335834503,1,scarf
22716,human,can,hold on your forehead when you are hot,keep forehead warm,4,141,0.4873905181884765,3,scarf
6087,additional,can,hoodie,hoodie,2,142,0.3640512526035309,1,hoodie
6094,additional,can,robe,robe,2,142,0.3719196915626526,1,hoodie
6081,additional,can,parka,parka,2,142,0.3827393651008606,1,hoodie
586,additional,can,hood,hood,1,142,0.3845348954200744,1,hoodie
19402,human,can,clothing (think bracelet),garment,3,142,0.3963514268398285,1,hoodie
6082,additional,can,anorak,anorak,2,142,0.4027599096298218,1,hoodie
20354,human,can,tock (in sports like rugby),tok,4,142,0.4667823910713196,1,hoodie
6077,additional,can,coat,coat,2,143,0.2996796071529388,1,coat
21915,human,can,jacket,jacket,2,143,0.3144748210906982,1,coat
6084,additional,can,raincoat,raincoat,2,143,0.3296203911304474,1,coat
6079,additional,can,overcoat,overcoat,2,143,0.3357258439064026,1,coat
6083,additional,can,trench coat,trench coat,2,143,0.3467831909656524,2,coat
6086,additional,can,bomber jacket,bomber jacket,2,143,0.3724694848060608,2,coat
6091,additional,can,outerwear,outerwear,2,143,0.3748554289340973,1,coat
6080,additional,can,windbreaker,windbreaker,2,143,0.3774449825286865,1,coat
6089,additional,can,tailcoat,tailcoat,2,143,0.4198039770126343,1,coat
6078,additional,can,blazer,blazer,2,143,0.4414176642894745,1,coat
20819,human,can,legs for a table,legs table,3,144,0.1759129613637924,2,legs table
20346,human,can,table leg,table leg,3,144,0.1852593719959259,2,legs table
18709,human,can,leg for under the table,leg table,3,144,0.1856718361377716,2,legs table
21586,human,can,table legs,table legs,3,144,0.192100316,2,legs table
20821,human,can,leg of a mini table,leg mini table,3,144,0.2570840120315552,3,legs table
22479,human,can,stomp flat and under the table leg,stamp flat table leg,4,144,0.3382871747016907,4,legs table
23049,human,can,Stomp flat and use it to straighten a crooked table,kick straighten crooked table,4,145,0.268537313,4,
21302,human,can,use as a coaster when you flatten it to straighten a crooked table for example,coaster flattened example straightening crooked table,4,145,0.2873156070709228,6,
19693,human,can,you can put it under an uneven chair/table,put table uneven chair,4,145,0.293161929,4,
20072,human,can,Supporting a table with uneven legs,supporting table whose legs uneven,4,145,0.3012003898620605,5,
520,additional,can,napkin,napkin,1,146,0.1965593844652176,1,napkin
21292,human,can,napkin holder,napkin holder,4,146,0.2284065634012222,2,napkin
20922,human,can,weight for napkins,weight napkins,3,146,0.2437444776296615,2,napkin
3658,additional,can,organize picnic,organize picnic,2,147,0.2238105833530426,2,organize picnic
6166,additional,can,picnic table,picnic table,2,147,0.2238105833530426,2,organize picnic
20074,human,can,Table,table,3,148,0.2755950689315796,1,table
21990,human,can,tablecloth,tablecloth,3,148,0.3197542428970337,1,table
6164,additional,can,dining table,dining table,2,148,0.3261454105377197,2,table
6167,additional,can,meeting table,meeting table,2,148,0.3457325994968414,2,table
6165,additional,can,coffee table,coffee table,2,148,0.3551317155361175,2,table
6152,additional,can,side table,side table,2,148,0.3673118352890014,2,table
419,LLM,can,decorate use part centerpiece table,decorate use part centerpiece table,4,148,0.3697208166122436,5,table
20923,human,can,weight for tablecloth (against wind),weight tablecloth,4,148,0.3880704641342163,2,table
806,LLM,can,use party favor cups fill candles wedding table decorations,use party favor cups fill candles wedding table decorations,4,148,0.4484472274780273,9,table
19500,human,can,chair,chair,2,149,0.2297828495502472,1,chair
6124,additional,can,dining chair,dining chair,2,149,0.2911721169948578,2,chair
6125,additional,can,office chair,office chair,2,149,0.3054148256778717,2,chair
6126,additional,can,high chair,high chair,2,149,0.3082306981086731,2,chair
6122,additional,can,sofa,sofa,2,150,0.2395215779542923,1,sofa
6123,additional,can,couch,couch,2,150,0.2808384597301483,1,sofa
6119,additional,can,armchair,armchair,2,150,0.3224665820598602,1,sofa
6120,additional,can,recliner,recliner,2,150,0.3264706134796142,1,sofa
6155,additional,can,sofa bed,sofa bed,2,150,0.3389657139778137,2,sofa
6121,additional,can,lounger,lounger,2,150,0.355110765,1,sofa
1031,human,can,sit on it as a stool,sit stool,4,151,0.2474584132432937,2,sit stool
20986,human,can,sit on it,sit,4,151,0.2844342887401581,1,sit stool
21634,human,can,sit on,sit,3,151,0.2844342887401581,1,sit stool
22348,human,can,footrest,footrest,4,151,0.3507813215255737,1,sit stool
20864,human,can,stool,stool,4,151,0.3526985049247741,1,sit stool
6127,additional,can,bar stool,bar stool,2,151,0.3711041212081909,2,sit stool
20847,human,can,as a footrest for playing guitar,footrest playing guitar,4,151,0.3970389068126678,3,sit stool
553,additional,can,toilet seat,toilet seat,1,152,0.2538074553012848,2,toilet seat
18521,human,can,seat,seat,3,152,0.2966800034046173,1,toilet seat
675,additional,can,child seat,child seat,1,152,0.3529805839061737,2,toilet seat
23484,human,can,toilet,toilet,2,152,0.3574050366878509,1,toilet seat
588,additional,can,car seat,car seat,1,152,0.380587101,2,toilet seat
557,additional,can,bidet,bidet,1,152,0.4183931350708008,1,toilet seat
6174,additional,can,lock key,lock key,2,153,0.277056336,2,lock key
18705,human,can,key holder,key holder,3,153,0.292793334,2,lock key
477,LLM,can,hold keys,hold keys,5,153,0.313538522,2,lock key
6178,additional,can,spare key,spare key,2,153,0.3279419243335724,2,lock key
21143,human,can,bicycle key,bicycle key,1,153,0.3425966799259186,2,lock key
6177,additional,can,master key,master key,2,153,0.3451017737388611,2,lock key
6175,additional,can,house key,house key,2,153,0.3485189974308014,2,lock key
20149,human,can,key tray,key tray,4,153,0.3580820262432098,2,lock key
6176,additional,can,skeleton key,skeleton key,2,153,0.3595751225948334,2,lock key
21097,human,can,keep tabs and use as key ring/chain/etc. use,tabs store keychain necklace,4,154,0.2911982834339142,4,keychain
22054,human,can,break tab off and put on your key ring,break tab key ring,5,154,0.3363266587257385,4,keychain
21118,human,can,key ring,keychain,3,154,0.3465208113193512,1,keychain
21175,human,can,jewelry* shitty keyboard,jewelry pussy keyboard,3,154,0.3602145314216614,3,keychain
18887,human,can,remove tab and put on your key ring,remove tab key ring,5,154,0.3619882464408874,4,keychain
530,additional,can,necklace,necklace,1,154,0.404687226,1,keychain
18530,human,can,jewelry box,jewelry box,5,155,0.2052887827157974,2,jewelry box
804,LLM,can,decorate use jewelry box,decorate use jewelry box,4,155,0.2423718273639679,4,jewelry box
21735,human,can,box for jewelry,box jewelry,4,155,0.2645213603973388,2,jewelry box
398,LLM,can,decorate use gift box jewelry holder,decorate use gift box jewelry holder,4,155,0.2866707146167755,6,jewelry box
20150,human,can,jewelry container,jewelry tray,5,155,0.3425300419330597,2,jewelry box
20678,human,can,to store jewelry,store jewelry,5,155,0.3600176572799682,2,jewelry box
18767,human,can,box,box,4,156,0.2777916491031647,1,box
18861,human,can,flower box,flower box,5,156,0.3226499557495117,2,box
19294,human,can,music box,music box,3,156,0.3395819664001465,2,box
796,LLM,can,money box,money box,5,156,0.3483397960662842,2,box
21718,human,can,tobacco box,tobacco box,4,156,0.3639922738075256,2,box
21661,human,can,make a sewing kit,sewing box,3,156,0.3715762197971344,2,box
800,LLM,can,tissue box cover,tissue box cover,5,156,0.3793669939041137,3,box
566,additional,can,outlet cover,outlet cover,1,156,0.4847366213798523,2,box
22911,human,can,tab chain,tab chain,4,157,0.276641309,2,tab chain
18878,human,can,make necklace from the tabs,chain tabs,3,157,0.3004710376262665,2,tab chain
23381,human,can,collect tabs,collect tabs,5,157,0.3284254670143127,2,tab chain
23151,human,can,use the tabs for clothing or objects,tabs clothing objects,3,157,0.3338530957698822,3,tab chain
19415,human,can,make bag from tab,bag tab,3,157,0.3443876802921295,2,tab chain
19844,human,can,use tab to attach something,tab tight,4,157,0.3529190421104431,2,tab chain
20965,human,can,remove tab,remove tab,5,157,0.3538991808891296,2,tab chain
19151,human,can,the tabs can be incorporated into jewelry,jewelry process tabs,4,157,0.3614428341388702,3,tab chain
20500,human,can,use tab of a can for jewelry,tab tin jewelry,5,157,0.3847328126430511,3,tab chain
21142,human,can,bracelet,bracelet,3,158,0.2465242594480514,1,bracelet
21238,human,can,ankle bracelet if you cross one out,ankle bracelet one,2,158,0.3140537440776825,3,bracelet
18991,human,can,deform into bracelet,deform bracelet,3,158,0.3337230384349823,2,bracelet
22190,human,can,removing the bottom and using it as a bracelet,bottom remove bracelet,3,158,0.3414873480796814,3,bracelet
5951,additional,can,wristlet,wristlet,2,158,0.3650558888912201,1,bracelet
19366,human,can,ring,ring,3,159,0.2405411452054977,1,ring
20902,human,can,wedding ring,wedding ring,2,159,0.2826535999774933,2,ring
19507,human,can,nose ring,nose ring,2,159,0.3063186407089233,2,ring
19462,human,can,earrings,earrings,3,160,0.2606497406959533,1,earrings
18986,human,can,earring,earring,3,160,0.297841877,1,earrings
19385,human,can,jewelry,jewellery,3,160,0.31059584,1,earrings
21174,human,can,alternative jewelry,alternative jewelry,3,160,0.3541467785835266,2,earrings
383,human,can,remove the label and put a make an earring,remove tag earring,2,160,0.3848730027675628,3,earrings
19459,human,can,brooch,brooch,4,160,0.4006064236164093,1,earrings
22685,human,can,drink beer,drinking beer,5,161,0.3177532255649566,2,drinking beer
22415,human,can,beer sword game,beer swords game,3,161,0.3365585803985595,3,drinking beer
22454,human,can,beerpong glass,beer pong glass,4,161,0.337767094,3,drinking beer
22149,human,can,build a wall for beer pong,building beer pong wall,4,161,0.3406975865364074,4,drinking beer
3848,additional,can,brew beer,brew beer,1,161,0.3661337196826935,2,drinking beer
18905,human,can,Open,open,5,162,0.203334704,1,open
19307,human,can,open,open,5,162,0.203334704,1,open
19013,human,can,open beer,open beer,4,162,0.2882579863071441,2,open
22049,human,can,open a wine bottle with it,open wine bottle,3,162,0.3380803167819977,3,open
486,LLM,can,opener,opener,2,163,0.2330907136201858,1,opener
20181,human,can,opener,opener,5,163,0.2330907136201858,1,opener
1816,human,can,beer opener,beer opener,5,163,0.2618197202682495,2,opener
18964,human,can,bottle opener,bottle opener,2,163,0.2799620330333709,2,opener
19445,human,can,tab as can opener,opener tab,5,163,0.3367580771446228,2,opener
19451,human,can,bottle flip,bottle flip,4,163,0.4204762279987335,2,opener
19514,human,can,door,door,2,164,0.2612265050411224,1,door
559,additional,can,door hinge,door hinge,1,164,0.2984535992145538,2,door
1017,human,can,so the door doesn't slam shut,door close,5,164,0.3304471671581268,2,door
22388,human,can,you can put it between a door to keep it open,put door open keep open,4,164,0.3382302224636078,5,door
587,additional,can,car door,car door,1,164,0.3396722674369812,2,door
22590,human,can,to put between the door,put doors,4,164,0.3418880403041839,2,door
558,additional,can,doorknob,doorknob,1,164,0.3461136817932129,1,door
18648,human,can,door stopper,door stopper,3,164,0.3476247489452362,2,door
21454,human,can,door stop when filled,door stop filled,3,164,0.3489879667758941,3,door
560,additional,can,door frame,door frame,1,164,0.3491605818271637,2,door
20567,human,can,door setter,door setter,3,164,0.3497052192687988,2,door
717,LLM,can,doorstop,doorstop,5,164,0.3768660128116607,1,door
2847,additional,can,hinge,hinge,1,164,0.424398124,1,door
284,human,can,keep the window open,keep window open,5,164,0.4349125623703003,3,door
21679,human,can,clock,clock,1,165,0.2731523215770721,1,clock
2849,additional,can,alarm clock,alarm clock,1,165,0.3395407795906067,2,clock
2850,additional,can,grandfather clock,grandfather clock,1,165,0.3639220893383026,2,clock
3255,additional,can,tell time,tell time,1,165,0.3709501922130584,2,clock
3826,additional,can,stop time,stop time,1,165,0.3880025744438171,2,clock
21412,human,can,tap,tap,4,166,0.2189217954874038,1,tap
21071,human,can,use as tap shoe,tap shoe,2,166,0.2386695444583892,2,tap
2148,human,can,tap it for music,tapping music,4,166,0.2667357921600342,2,tap
19392,human,can,turn over,knock,3,167,0.1357019990682602,1,knock
20982,human,can,someone knock unconscious,knock,3,167,0.1357020139694214,1,knock
900,human,can,knock it down at the fair,knock fair,5,167,0.2714040279388428,2,knock
2879,additional,can,bell,bell,1,168,0.2860832810401916,1,bell
2880,additional,can,jinglebell,jinglebell,1,168,0.3284038603305816,1,bell
20516,human,can,hang multiple together on a door as a kind of bell,several hang together door type bell,3,168,0.3425975739955902,6,bell
19760,human,can,insulation material,insulation material,2,169,0.2254806905984878,2,insulation material
6069,additional,can,thermal insulation,thermal insulation,2,169,0.2438021302223205,2,insulation material
22346,human,can,insulation layer,insulation layer,2,169,0.2467963695526123,2,insulation material
19611,human,can,material,material,3,170,0.249407411,1,material
18990,human,can,material for artwork,material artwork,3,170,0.3097730278968811,2,material
22381,human,can,to use as material for a sculpture,material sculpture,3,170,0.3345093727111816,2,material
19403,human,can,building material,building material,3,170,0.3366314470767975,2,material
19592,human,can,conductive material,conductive material,4,170,0.3690460920333862,2,material
18707,human,can,make tile material from,tile material,2,170,0.3711015582084656,2,material
21019,human,can,open and use material for something else,open material differently,4,170,0.3850043416023254,3,material
6072,additional,can,soundproofing,soundproofing,2,171,0.3234893381595611,1,soundproofing
19288,human,can,to listen to,eavesdropping,3,171,0.3521240353584289,1,soundproofing
19877,human,can,to listen to on the wall,eavesdropping wall,3,171,0.3525270521640777,2,soundproofing
6070,additional,can,acoustic insulation,acoustic insulation,2,171,0.3610172569751739,2,soundproofing
22483,human,can,mask phone,phone masking,2,171,0.3855898678302765,2,soundproofing
19575,human,can,ear protector,ear protector,3,171,0.4017907381057739,2,soundproofing
6071,additional,can,draft-proofing,draft proofing,2,172,0.2853972613811493,2,draft proofing
6073,additional,can,damp-proofing,damp proofing,2,172,0.2879307568073272,2,draft proofing
6076,additional,can,damp-proof,damp proof,2,172,0.3060035407543182,2,draft proofing
6074,additional,can,draft-proof,draft proof,2,172,0.3198487758636474,2,draft proofing
22347,human,can,protective shield,protective shield,2,173,0.292749673,2,protective shield
19964,human,can,shield,shield,2,173,0.3030835688114166,1,protective shield
20867,human,can,barrier,barrier,3,173,0.3472444415092468,1,protective shield
21225,human,can,armor,armor,3,173,0.3496583104133606,1,protective shield
6135,additional,can,enclosure,enclosure,2,173,0.3825550675392151,1,protective shield
21472,human,can,accessory,accessory,3,174,0.3059766292572021,1,accessory
19360,human,can,accessories,accessories,3,174,0.3201647102832794,1,accessory
21237,human,can,shoulder padding,shoulder padding,3,174,0.327994555,2,accessory
6067,additional,can,padding,padding,2,174,0.3304100036621094,1,accessory
18732,human,can,hiding place,hide place,4,175,0.1755200177431106,2,hide place
18656,human,can,hide,hide,3,175,0.2318195849657058,1,hide place
20891,human,can,secret hiding place,secret hiding place,4,175,0.2382842898368835,3,hide place
20858,human,can,cage,cage,2,176,0.3079794347286224,1,cage
22643,human,can,hamster cage,hamster cage,3,176,0.3816058337688446,2,cage
6138,additional,can,confine,confine,2,176,0.3926543891429901,1,cage
2542,additional,can,jail,jail,1,176,0.3958619236946106,1,cage
1174,human,can,make a farraday cage,faraday cage,5,176,0.399484783,2,cage
22133,human,can,something to smuggle in,smuggling,3,176,0.4776709079742431,1,cage
19513,human,can,wall,wall,3,177,0.2586961686611175,1,wall
19603,human,can,part of a wall,part wall,2,177,0.3275103569030761,2,wall
20068,human,can,Wall decoration,wall decoration,3,177,0.3292884230613708,2,wall
23511,human,can,wall covering,wall covering,3,177,0.329830527,2,wall
21079,human,can,press against wall,press wall,3,177,0.3437217175960541,2,wall
20843,human,can,build a wall,build wall,4,177,0.3440487682819366,2,wall
22598,human,can,be able to listen through a wall,wall listening,3,177,0.3643412888050079,2,wall
1492,human,can,use it as reinforcement of walls or something,reinforcement walls etc,4,177,0.3704299926757812,3,wall
454,human,can,wallpaper (as long as you stick enough of them next to each other),wallpaper,3,177,0.4174995720386505,1,wall
3657,additional,can,climb mountain,climb mountain,1,178,0.2968335747718811,2,climb mountain
18989,human,can,raiser,elevation,4,178,0.3101509213447571,1,climb mountain
4403,additional,can,ski down mountain,ski mountain,1,178,0.3213077783584595,2,climb mountain
20509,human,can,Can stairs,stairs,4,179,0.2122895270586013,1,stairs
20067,human,can,Stairs,stairs,2,179,0.2122895419597625,1,stairs
21096,human,can,kick flat and do other sports with it,flat stair sports,3,179,0.3097519278526306,3,stairs
23375,human,can,kick flat and hang on the wall,hang flat stairs wall,4,179,0.3279597461223602,4,stairs
18803,human,can,hang up to put something in,hang,3,180,0.2945789396762848,1,hang
19093,human,can,hang as art,hanging art,3,180,0.2946050465106964,2,hang
21020,human,can,you can make clothes with it by putting it on fabric to hang,hanging clothes fabric,2,180,0.3150169551372528,3,hang
582,additional,can,coat hanger,coat hanger,1,180,0.3274597227573395,2,hang
581,additional,can,closet rod,closet rod,1,181,0.2509649097919464,2,closet rod
563,additional,can,curtain rod,curtain rod,1,181,0.2716833651065826,2,closet rod
19046,human,can,rod,rod,3,181,0.3647403717041015,1,closet rod
6149,additional,can,closet,closet,2,181,0.3698537945747375,1,closet rod
2846,additional,can,curtain,curtain,1,181,0.371317983,1,closet rod
584,additional,can,hat rack,hat rack,1,182,0.3288742899894714,2,hat rack
583,additional,can,shoe rack,shoe rack,1,182,0.3321214616298675,2,hat rack
677,additional,can,roof rack,roof rack,1,182,0.3517181873321533,2,hat rack
555,additional,can,towel rack,towel rack,1,182,0.3547544777393341,2,hat rack
678,additional,can,trailer hitch,trailer hitch,1,182,0.4247393310070038,2,hat rack
573,additional,can,bed,bed,1,183,0.3184714317321777,1,bed
575,additional,can,box spring,box spring,1,183,0.3253941535949707,2,bed
576,additional,can,headboard,headboard,1,183,0.3324410319328308,1,bed
577,additional,can,footboard,footboard,1,183,0.3371435701847076,1,bed
574,additional,can,mattress,mattress,1,183,0.3408320248126983,1,bed
19114,human,can,put it under a crooked cupboard,crooked cupboards,4,184,0.2374107837677002,2,crooked cupboards
6147,additional,can,cupboard,cupboard,2,184,0.2711680233478546,1,crooked cupboards
21377,human,can,to straighten a cupboard by putting it under,straighten cupboard place underneath,4,184,0.2913444638252258,4,crooked cupboards
21473,human,can,furniture,furniture,2,185,0.313872218,1,furniture
6157,additional,can,furnishings,furnishings,2,185,0.3148366212844848,1,furniture
578,additional,can,nightstand,nightstand,1,185,0.3209435641765594,1,furniture
579,additional,can,dresser,dresser,1,185,0.3324732780456543,1,furniture
6151,additional,can,desk,desk,2,185,0.3564846515655517,1,furniture
6153,additional,can,bedside table,bedside table,2,185,0.3591526448726654,2,furniture
6148,additional,can,cabinet,cabinet,2,185,0.4228571653366089,1,furniture
19418,human,can,build a tower,build tower,4,186,0.2145238220691681,2,build tower
21723,human,can,build towers,build towers,4,186,0.2463204562664032,2,build tower
22413,human,can,tin tower,tower,4,186,0.2582802772521972,1,build tower
19236,human,can,Tower,tower,4,186,0.2582802772521972,1,build tower
22441,human,can,building and a tower with,construction tower,3,186,0.2960540354251861,2,build tower
4398,additional,can,construct skyscraper,construct skyscraper,1,186,0.3359073400497436,2,build tower
18602,human,can,you can make a tower with multiple cans,multiple tower,4,186,0.3402344584465027,2,build tower
3822,additional,can,design skyscraper,design skyscraper,1,186,0.3756114840507507,2,build tower
6066,additional,can,building cottage,building cottage,2,187,0.2209499925374984,2,building cottage
6065,additional,can,build cottage,build cottage,2,187,0.2335443794727325,2,building cottage
6051,additional,can,building shed,building shed,2,187,0.3009717166423797,2,building cottage
6050,additional,can,build shed,build shed,2,187,0.3072807490825653,2,building cottage
21367,human,can,to make a house with,cottage,2,187,0.3488385081291199,1,building cottage
22147,human,can,build hut with,build hut,3,187,0.3618913888931274,2,building cottage
6055,additional,can,building fortress,building fortress,2,188,0.1843706965446472,2,building fortress
6054,additional,can,building fort,building fort,2,188,0.1945444792509079,2,building fortress
6052,additional,can,build fortress,build fortress,2,188,0.2151462882757187,2,building fortress
19243,human,can,build a fort with it,build fort,3,188,0.2195118069648742,2,building fortress
6056,additional,can,build building,build building,2,189,0.254465789,2,build building
21419,human,can,build,build,3,189,0.2634317278861999,1,build building
20256,human,can,use for construction,building,3,189,0.3056738376617431,1,build building
6063,additional,can,build museum,build museum,2,189,0.3174858093261719,2,build building
6061,additional,can,build gallery,build gallery,2,189,0.3200946152210235,2,build building
6062,additional,can,building gallery,building gallery,2,189,0.3387547135353088,2,build building
6060,additional,can,building library,building library,2,189,0.3415804505348205,2,build building
6064,additional,can,building museum,building museum,2,189,0.3655847609043121,2,build building
6059,additional,can,build library,build library,2,189,0.3688108623027801,2,build building
3652,additional,can,build computer,build computer,1,189,0.4426089823246002,2,build building
3828,additional,can,build spaceship,build spaceship,1,189,0.4555641114711761,2,build building
6058,additional,can,building house,building house,2,190,0.2761687934398651,2,building house
22239,human,can,as building block for a house,building block house,3,190,0.2979134917259216,3,building house
21007,human,can,build house,build house,2,190,0.3064265549182892,2,building house
18653,human,can,building block,building block,3,190,0.344847023,2,building house
23429,human,can,building a tin house for children,children building house,3,190,0.3777385354042053,3,building house
20073,human,can,use instead of bricks,use bricks,2,190,0.4069280624389648,2,building house
21176,human,can,alternative brick,alternative brick,2,190,0.4114905297756195,2,building house
22436,human,can,housing,housing,3,190,0.4381810128688812,1,building house
3214,additional,can,compose music,compose music,1,191,0.2563879191875458,2,compose music
3824,additional,can,write song,write song,1,191,0.3336584270000458,2,compose music
