target object,alternate use,utility_r1,utility_r2,mean_utility
fork,transfer figures over something,4,4.0,4.0
fork,don have extra hand,3,3.0,3.0
fork,bend,4,4.0,4.0
fork,allow electricity to pass through,4,4.0,4.0
fork,smash egg,5,5.0,5.0
fork,open rear door lock outside,4,3.0,3.5
fork,door stopper,4,3.0,3.5
fork,close welded elevator button pressing at home,4,3.0,3.5
fork,closed door open,3,3.0,3.0
fork,deep conversations,5,1.0,3.0
fork,animal conditioning,4,3.0,3.5
fork,petting animals,3,3.0,3.0
fork,animal,3,2.0,2.5
fork,dine,5,5.0,5.0
fork,stuff sieve,4,3.0,3.5
fork,pierce things,4,3.0,3.5
fork,puncturing things,4,5.0,4.5
fork,things hold together both stem pricks,4,4.0,4.0
fork,things stick together,4,4.0,4.0
fork,grabbing things,4,5.0,4.5
fork,things break,4,4.0,4.0
fork,picking small holes in things,4,4.0,4.0
fork,launching things,4,5.0,4.5
fork,pry things loose,4,4.0,4.0
fork,things open,4,4.0,4.0
fork,things open plastic,4,5.0,4.5
fork,pricking things open,4,5.0,4.5
fork,opening things,4,4.0,4.0
fork,open doors,3,3.0,3.0
fork,open door,3,3.0,3.0
fork,keep door open,5,3.0,4.0
fork,break open door,4,3.0,3.5
fork,bend like uri geller,4,4.0,4.0
fork,sprinkle cocoa powder over it to decorate plate,5,4.0,4.5
fork,gift,3,5.0,4.0
fork,give present,3,5.0,4.0
fork,cake decorating,4,4.0,4.0
fork,check for tender meat,5,5.0,5.0
fork,cocktail stick,4,5.0,4.5
fork,multiple fork construction,3,4.0,3.5
fork,contours,4,4.0,4.0
fork,double bass break,3,2.0,2.5
fork,give corrective slap,4,3.0,3.5
fork,picking things up,4,4.0,4.0
fork,culinary level food,5,5.0,5.0
fork,darts,3,3.0,3.0
fork,dart,3,3.0,3.0
fork,decoration,3,3.0,3.0
fork,decoration house wall,3,3.0,3.0
fork,decorate,3,3.0,3.0
fork,flatten dough,5,5.0,5.0
fork,part catapult,4,4.0,4.0
fork,demonstrate,4,4.0,4.0
fork,design object,3,3.0,3.0
fork,brick up door,3,3.0,3.0
fork,door open,3,3.0,3.0
fork,curling,1,2.0,1.5
fork,picking things up not touching them,5,4.0,4.5
fork,pin things up on ground,4,4.0,4.0
fork,rolling things up,4,4.0,4.0
fork,dragon harpoon,2,1.0,1.5
fork,trident toy greek god,4,4.0,4.0
fork,trident game,4,4.0,4.0
fork,play trident,4,4.0,4.0
fork,dress up trident,4,4.0,4.0
fork,drunken mood,3,2.0,2.5
fork,drunkenly poking each other,3,2.0,2.5
fork,play drums,4,4.0,4.0
fork,drumming another object,4,4.0,4.0
fork,drumming table,4,4.0,4.0
fork,drum kit,4,4.0,4.0
fork,wear medallion,3,3.0,3.0
fork,drumstick,4,4.0,4.0
fork,divide fairly,4,4.0,4.0
fork,eat method,5,5.0,5.0
fork,eat means,5,5.0,5.0
fork,eating utensils,5,5.0,5.0
fork,chopsticks,4,5.0,4.5
fork,hedgehog,3,2.0,2.5
fork,beat egg,5,5.0,5.0
fork,mash egg,5,5.0,5.0
fork,beat eggs,5,5.0,5.0
fork,beat egg yolk,5,5.0,5.0
fork,demonstrate own supernatural psychic powers,4,3.0,3.5
fork,devil stick,4,3.0,3.5
fork,shoot off rubber bands,5,5.0,5.0
fork,spinning spaghetti,5,5.0,5.0
fork,peas,4,5.0,4.5
fork,lifting things,4,4.0,4.0
fork,grab things,4,4.0,4.0
fork,grabbing things where not,5,4.0,4.5
fork,keep things in place,4,4.0,4.0
fork,mash things,5,5.0,5.0
fork,things stab,4,5.0,4.5
fork,pick things up,4,4.0,4.0
fork,stirring things,4,5.0,4.5
fork,turning things around,4,4.0,4.0
fork,separate things and put them in between,4,4.0,4.0
fork,scraping things,4,5.0,4.5
fork,turn,5,4.0,4.5
fork,stabbing things,4,5.0,4.5
fork,catching things,4,3.0,3.5
fork,pin things down,4,4.0,4.0
fork,divide things,4,4.0,4.0
fork,destroy things,4,4.0,4.0
fork,things drink soup fish out,5,5.0,5.0
fork,conductor baton,5,4.0,4.5
fork,kill,2,4.0,3.0
fork,stab to death,2,4.0,3.0
fork,puncture,2,5.0,3.5
fork,open box,4,4.0,4.0
fork,hold up box string valance,5,3.0,4.0
fork,stop things,4,4.0,4.0
fork,crush,4,4.0,4.0
fork,eat pasta,5,5.0,5.0
fork,remove poop from under shoe,4,4.0,4.0
fork,eat food,5,5.0,5.0
fork,hold food while cutting it with knife,5,5.0,5.0
fork,spear food,5,5.0,5.0
fork,pick up food from floor,5,5.0,5.0
fork,pick up food that has fallen on floor,5,5.0,5.0
fork,comb your hair,4,4.0,4.0
fork,toothpick,4,4.0,4.0
fork,scrape dirt off your shoes,5,5.0,5.0
fork,pick up small objects like paperclips or beads,5,5.0,5.0
fork,make small holes in fabric so that you can thread ribbon or string through it to create decorations,4,4.0,4.0
fork,makeshift chopsticks when eating rice or noodles,4,4.0,4.0
fork,fork,5,5.0,5.0
fork,play the steel pan drums,5,5.0,5.0
fork,remove splinters,3,3.0,3.0
fork,clean under your fingernails,5,5.0,5.0
fork,can double as chopstick holder,5,4.0,4.5
fork,use the tines of fork,4,4.0,4.0
fork,use fork to eat soup without making mess,3,3.0,3.0
fork,use fork to eat spaghetti without making mess,5,5.0,5.0
fork,use fork to eat salad without making mess,5,5.0,5.0
fork,use fork as makeshift spoon if you don have one handy,4,4.0,4.0
fork,use two forks stuck together tine side out to make impromptu chopsticks,4,4.0,4.0
fork,eat like king or queen with your very own fork,4,4.0,4.0
fork,use it as bookmark,5,5.0,5.0
fork,hairpin,4,4.0,4.0
fork,give your pet cat or dog bath with the help of your trusty fork,3,3.0,3.0
fork,clean dirt and grime out of small crevices and corners,5,5.0,5.0
fork,pick up small items like rice or beans,5,5.0,5.0
fork,stop bag,3,2.0,2.5
fork,open bags containing sandwiches,4,5.0,4.5
fork,building sandcastles,4,4.0,4.0
fork,sieve,3,3.0,3.0
fork,picking up very small objects point somewhere,3,3.0,3.0
fork,self defense,3,4.0,3.5
fork,self defense against burglar,3,4.0,3.5
fork,self defense weapon,3,4.0,3.5
fork,sides of homemade ravioli,5,5.0,5.0
fork,polish silver,3,3.0,3.0
fork,sing,4,3.0,3.5
fork,apply makeup such as lip gloss or mascara,2,2.0,2.0
fork,sole scraper,4,4.0,4.0
fork,wave,5,3.0,4.0
fork,sword fight brother,4,4.0,4.0
fork,sword fighting,4,4.0,4.0
fork,have sword fight,4,4.0,4.0
fork,sword fighting trident,4,4.0,4.0
fork,use it as back scratcher,5,5.0,5.0
fork,use it to pick up small items like coins or beads,5,5.0,5.0
fork,use it as hairpin or hair tie,4,4.0,4.0
fork,turn it into miniature shovel for potted plants,4,4.0,4.0
fork,stick it in the ground to mark your spot in park,5,5.0,5.0
fork,back scratcher,5,5.0,5.0
fork,salt sprinkling winter,3,2.0,2.5
fork,get rid of pesky bugs in your home by shooing them away with fork,3,3.0,3.0
fork,using fork to eat spaghetti instead of spoon,5,5.0,5.0
fork,using fork to apply makeup instead of brush,2,2.0,2.0
fork,use fork,5,5.0,5.0
fork,fork art create fun designs and shapes using fork as your paintbrush,3,3.0,3.0
fork,use fork to curl your hair no curlers necessary,4,4.0,4.0
fork,make music with your fork tap it against different surfaces to create unique sounds,5,5.0,5.0
fork,keep your drink cold by freezing few forks and adding them to your glass,4,4.0,4.0
fork,use fork to eat soup instead of spoon,3,3.0,3.0
fork,use fork to apply makeup instead of brush,2,2.0,2.0
fork,use fork to scratch an itch you can reach,5,5.0,5.0
fork,use fork to play the piano if the keys are big enough,3,3.0,3.0
fork,eat cereal with fork instead of spoon,5,5.0,5.0
fork,use fork to play fetch with your dog,2,2.0,2.0
fork,stick fork in the ground to mark your spot in line,5,5.0,5.0
fork,use fork as bookmark in your favorite book,5,5.0,5.0
fork,use fork to open up tightly sealed jars,5,5.0,5.0
fork,sift flour by using fork instead,4,4.0,4.0
fork,use fork to play the piano,3,3.0,3.0
fork,use fork to brush your teeth,2,2.0,2.0
fork,use fork as bookmark in your book,5,5.0,5.0
fork,stick forks in the ground to make garden fence or trellis for climbing,2,2.0,2.0
fork,use fork to eat soup without getting your hands dirty,3,3.0,3.0
fork,hold fork by the tines and use the handle to hammer in nails,2,2.0,2.0
fork,place fork in between the door and door,4,4.0,4.0
fork,utensil to cook food,5,5.0,5.0
fork,serve food,5,5.0,5.0
fork,keep track of your keys by hanging them on fork,4,4.0,4.0
fork,use fork to comb your hair,4,4.0,4.0
fork,stick fork in an electrical outlet to see if it still working,3,3.0,3.0
fork,use fork to eat cupcake without getting your hands messy,5,5.0,5.0
fork,using fork as backscratcher,5,5.0,5.0
fork,using fork to play the violin,2,2.0,2.0
fork,using fork to open bottles or cans,4,4.0,4.0
fork,using forks as chopsticks,4,4.0,4.0
fork,creating art with,3,3.0,3.0
fork,play the xylophone,4,4.0,4.0
fork,if you put rubber band around the tines of fork it becomes mini trampoline for ants or other small insects,2,2.0,2.0
fork,pick up food that is out of reach,5,5.0,5.0
fork,apply makeup,2,2.0,2.0
fork,use fork to eat food off of plate,5,5.0,5.0
fork,stick fork in electrical outlet to see if it is still working,3,3.0,3.0
fork,use fork as back scratcher,5,5.0,5.0
fork,hold fork up to the light to see if it is bent,4,4.0,4.0
fork,try to balance fork on its end,4,4.0,4.0
fork,use fork to play the xylophone,4,4.0,4.0
fork,use fork to measure ingredients when cooking,3,3.0,3.0
fork,use fork as toothpick,4,4.0,4.0
fork,curl your hair with fork,4,4.0,4.0
fork,make music with forks and spoons by banging them together or on surfaces like tables and,5,5.0,5.0
fork,use fork to curl your hair,4,4.0,4.0
fork,use fork to apply makeup,2,2.0,2.0
fork,use fork to eat ice cream,5,5.0,5.0
fork,use fork to clean your teeth,4,4.0,4.0
fork,use fork to brush your hair,4,4.0,4.0
fork,use fork to pick up food that fallen on the floor,5,5.0,5.0
fork,saddle,3,1.0,2.0
fork,prick seeds,4,3.0,3.5
fork,his pricks,5,4.0,4.5
fork,yogurt stick freezing stick,4,4.0,4.0
fork,stick fork in your hair to hold it back while you cook,4,4.0,4.0
fork,cleaning poop under shoe,4,4.0,4.0
fork,play music with fork,3,3.0,3.0
fork,decorate with fork,4,4.0,4.0
fork,clean with fork,3,3.0,3.0
fork,cook with fork,5,5.0,5.0
fork,eat an entire meal with fork,4,4.0,4.0
fork,draw with fork,3,3.0,3.0
fork,paint with fork,2,2.0,2.0
fork,fork as bookmark,5,5.0,5.0
fork,make music with,4,4.0,4.0
fork,use fork to play the drums,4,4.0,4.0
fork,juggle forks with friends for entertainment,3,3.0,3.0
fork,use fork to test the doneness of meat,5,5.0,5.0
fork,use fork to eat cake without getting your hands dirty,5,5.0,5.0
fork,style hairsuch as in braids or upd,4,4.0,4.0
fork,apply makeupsuch as mascara or lipstick,2,2.0,2.0
fork,remove lint from clothing,5,5.0,5.0
fork,bicycle front fork,2,2.0,2.0
fork,front fork motor,2,2.0,2.0
fork,poke holes in object,4,5.0,4.5
fork,decorate clay object,5,4.0,4.5
fork,object used to pick food from mouth,5,4.0,4.5
fork,object with which insect stings look alive,5,3.0,4.0
fork,hold fork like microphone and give impromptu speeches,4,4.0,4.0
fork,use fork to open bottle of beer,4,4.0,4.0
fork,stick few forks in the ground,5,5.0,5.0
fork,pick up leaves with fork,5,5.0,5.0
fork,fluff up pillow,4,4.0,4.0
fork,pick up small items like coins or beads,5,5.0,5.0
fork,use fork to pick up small items like paperclips or coins off the floor,4,4.0,4.0
fork,hairpin or bobby pin,4,4.0,4.0
fork,pick up small objects like coins or beads,5,5.0,5.0
fork,hold down stack of papers,4,4.0,4.0
fork,bookmark,5,5.0,5.0
fork,dig in the dirt great for small planting jobs,5,5.0,5.0
fork,hold back your hair while you re washing your face,4,4.0,4.0
fork,play the forks musical instrument made by rubbing two metal forks together,4,4.0,4.0
fork,eat foodof course,5,5.0,5.0
fork,use fork to eat ice cream without dripping it all over yourself,5,5.0,5.0
fork,use fork to get the last bit of ketchup out of the bottle,4,4.0,4.0
fork,use fork to eat yogurt without getting your hands messy,4,4.0,4.0
fork,use fork to stir your coffee or tea,5,5.0,5.0
fork,make wind chimes out of,3,3.0,3.0
fork,stick forks into the ground to make garden markers,4,4.0,4.0
fork,use fork as comb for your hair,4,4.0,4.0
fork,use fork to eat your cereal instead of spoon,5,5.0,5.0
fork,eat spaghetti like lady,5,5.0,5.0
fork,use as chopsticks,4,4.0,4.0
fork,curl your hair with fork tines facing in,4,4.0,4.0
fork,get lint out of your clothes with fork,5,5.0,5.0
fork,scrape the bottom of your shoes with fork,5,5.0,5.0
fork,make mini garden rake,4,4.0,4.0
fork,fork used food,5,5.0,5.0
fork,tool to eat difficult foods such as lobster or steak,5,5.0,5.0
fork,fork used game donkeys,4,4.0,4.0
fork,fork hair,5,4.0,4.5
fork,picking trash,3,4.0,3.5
fork,clearing garbage,3,4.0,3.5
fork,garbage picker,3,4.0,3.5
fork,dirt picker,3,4.0,3.5
fork,garbage cleaner,3,4.0,3.5
fork,remove dirt from under nail tooth,4,5.0,4.5
fork,fan,3,2.0,2.5
fork,throw wall,4,3.0,3.5
fork,weapon,3,4.0,3.5
fork,washcloth,2,1.0,1.5
fork,water fishing,4,3.0,3.5
fork,pick up garbage,3,4.0,3.5
fork,farthest fork throwing competition,5,3.0,4.0
fork,give directions,5,4.0,4.5
fork,throw away fork,3,5.0,4.0
fork,throw away,3,5.0,4.0
fork,shoot away,4,4.0,4.0
fork,eyebrow brush,3,4.0,3.5
fork,throwing knife,3,1.0,2.0
fork,point,4,4.0,4.0
fork,eyelash remover,3,3.0,3.0
fork,seesaw,3,2.0,2.5
fork,skewering sausages,5,5.0,5.0
fork,pry,3,4.0,3.5
fork,scratch away,4,5.0,4.5
fork,dirt remover,4,4.0,4.0
fork,getting dirt under nails,4,4.0,4.0
fork,remove dirt from under nail,4,4.0,4.0
fork,fork hooks,4,4.0,4.0
fork,fork christmas ball,4,2.0,3.0
fork,lay fork shoot,4,4.0,4.0
fork,fork knife,5,4.0,4.5
fork,fork relief,4,4.0,4.0
fork,open fork locks,4,3.0,3.5
fork,fork eating soup,4,1.0,2.5
fork,paint fork,3,3.0,3.0
fork,fork deform,4,3.0,3.5
fork,fork with lights coming out,3,2.0,2.5
fork,forks clamp together thus figurine,3,3.0,3.0
fork,building forks figure,3,3.0,3.0
fork,forks mini clothesline,4,3.0,3.5
fork,forks prick wall piece of wood on plank,3,3.0,3.0
fork,build forkhouse,4,2.0,3.0
fork,forklift,4,1.0,2.5
fork,fork castle,4,2.0,3.0
fork,form,3,4.0,3.5
fork,shape letters put texts,4,3.0,3.5
fork,form food,5,3.0,4.0
fork,form sand,5,4.0,4.5
fork,shape,4,4.0,4.0
fork,clay shapes,5,4.0,4.5
fork,pressing clay shapes,5,4.0,4.5
fork,scrape off dirt,4,4.0,4.0
fork,fork uses stick triangle,5,4.0,4.5
fork,mix paints together,5,5.0,5.0
fork,play musical instruments such as the violin or,2,2.0,2.0
fork,holding up table,3,3.0,3.0
fork,observe,3,3.0,3.0
fork,bend another object into new function,4,4.0,4.0
fork,then melted down another object,3,4.0,3.5
fork,melting down iron new,3,3.0,3.0
fork,turnover increase to get difficult corners,4,2.0,3.0
fork,having breakfast,5,5.0,5.0
fork,parse,3,2.0,2.5
fork,store earphones neatly,4,3.0,3.5
fork,picking up,5,4.0,4.5
fork,picking up objects,5,4.0,4.5
fork,organize,3,4.0,3.5
fork,grab objects,5,4.0,4.5
fork,tearing paper piece,4,4.0,4.0
fork,pillared structure,3,3.0,3.0
fork,flat head screwdriver,4,4.0,4.0
fork,pom pom,3,4.0,3.5
fork,doll children,3,3.0,3.0
fork,try weird stacking forks to defy laws of physics,4,4.0,4.0
fork,points between narrow,4,4.0,4.0
fork,pry tip open,4,4.0,4.0
fork,hanging rings chain,3,4.0,3.5
fork,stirring rice,5,5.0,5.0
fork,eat salad,5,5.0,5.0
fork,creating scolding effect clays,5,5.0,5.0
fork,patterns paint,4,3.0,3.5
fork,painting to get even lines,4,3.0,3.5
fork,eating noodles soup,5,5.0,5.0
fork,nothing,3,3.0,3.0
fork,scratches,5,5.0,5.0
fork,get,3,3.0,3.0
fork,jacks,3,4.0,3.5
fork,curling iron,4,4.0,4.0
fork,build work of art,3,3.0,3.0
fork,lamp,2,1.0,1.5
fork,lamp decoration,3,3.0,3.0
fork,let it melt otherwise,3,3.0,3.0
fork,leak,5,5.0,5.0
fork,spoons,4,2.0,3.0
fork,ribbon bow of it,5,4.0,4.5
fork,noodles,5,5.0,5.0
fork,loom bracelets,4,3.0,3.5
fork,eating macaroni,5,5.0,5.0
fork,makeup,3,4.0,3.5
fork,multiple forks lamp,2,2.0,2.0
fork,cut in middle,2,3.0,2.5
fork,mini shovel,4,3.0,3.5
fork,difficult to grab hands,4,4.0,4.0
fork,mouse trap,2,4.0,3.0
fork,musical instrument of it,3,3.0,3.0
fork,place next to spoon,3,4.0,3.5
fork,get staples off paper,4,4.0,4.0
fork,new products,3,3.0,3.0
fork,looms,4,3.0,3.5
fork,putting painting frame,4,3.0,3.5
fork,cleaning sponge,3,3.0,3.0
fork,cleaning things are very stuck,4,3.0,3.5
fork,display case store types of forks,3,4.0,3.5
fork,meat vegetables separate each other so that pan is better distributed,5,5.0,5.0
fork,aircraft fork,5,2.0,3.5
fork,front fork,1,2.0,1.5
fork,motorcycle front fork,1,2.0,1.5
fork,pressing object buttons where they don go,4,4.0,4.0
fork,fork decoration,3,3.0,3.0
fork,fork serrated knife on it,2,2.0,2.0
fork,demolish fork so that only fork teeth remain and then try to open door,3,3.0,3.0
fork,collect fork,3,3.0,3.0
fork,fork bed,1,1.0,1.0
fork,fish pan turning,5,5.0,5.0
fork,forks bunch,1,1.0,1.0
fork,fork tree,2,1.0,1.5
fork,fork bike,1,1.0,1.0
fork,fork wall,2,1.0,1.5
fork,fork scouring sponge,3,2.0,2.5
fork,fork bush,1,1.0,1.0
fork,fork leg,2,1.0,1.5
fork,give cookie shape,5,3.0,4.0
fork,warm shape,4,3.0,3.5
fork,scrape away,4,5.0,4.5
fork,wing eyeliner,4,4.0,4.0
fork,sand artwork,4,4.0,4.0
fork,forks stick together,5,2.0,3.5
fork,remove dirt from between nails,5,4.0,4.5
fork,paintbrush,3,3.0,3.0
fork,inflect,4,4.0,4.0
fork,shisha coal,5,3.0,4.0
fork,sharpen so that sharp,3,3.0,3.0
fork,cutting means,3,3.0,3.0
fork,wrap cord around,5,4.0,4.5
fork,type of brush painting patterns,4,4.0,4.0
fork,kind of screwdriver,4,4.0,4.0
fork,sort,3,3.0,3.0
fork,divide,3,5.0,4.0
fork,squirt,1,2.0,1.5
fork,pick up stuff,5,4.0,4.5
fork,stomp,4,4.0,4.0
fork,stabbing object,4,4.0,4.0
fork,chair shape fork,1,1.0,1.0
fork,beach drawing fork,4,3.0,3.5
fork,building pieces of plastic between fork clamps,4,3.0,3.5
fork,cake decorating print,4,4.0,4.0
fork,floating toothpicks,4,2.0,3.0
fork,counterweight,3,2.0,2.5
fork,tent herring,4,5.0,4.5
fork,put back,3,5.0,4.0
fork,tapping table,4,4.0,4.0
fork,throw to,4,4.0,4.0
fork,experience devices,3,3.0,3.0
fork,create tone,2,4.0,3.0
fork,coil up rope,4,4.0,4.0
fork,draw short straight lines,4,4.0,4.0
fork,cage forks,3,3.0,3.0
fork,cooking fork,4,5.0,4.5
fork,clock decoration kitchen second hand,4,4.0,4.0
fork,help cut food into smaller pieces,5,5.0,5.0
fork,shovel to scoop up food onto your plate,5,5.0,5.0
fork,rake earth,3,4.0,3.5
fork,back of fork stirring coffee tea,5,5.0,5.0
fork,shoot,3,5.0,4.0
fork,bending bracelet,3,3.0,3.0
fork,tie bracelet end,3,3.0,3.0
fork,bracelets string,3,3.0,3.0
fork,art thereof,3,2.0,2.5
fork,beard comb,4,4.0,4.0
fork,tub,1,2.0,1.5
fork,pick up food that has fallen on the ground,5,5.0,5.0
fork,baking beautiful ribbed edge,5,4.0,4.5
fork,barbecue,3,4.0,3.5
fork,images such as tower eiffel tower,3,3.0,3.0
fork,leg scratching,5,5.0,5.0
fork,cutlery drawer,5,5.0,5.0
fork,picking up leaves from sidewalk,3,3.0,3.0
fork,open can with lip off,4,4.0,4.0
fork,open cans,4,4.0,4.0
fork,brush comb,4,4.0,4.0
fork,buildings,3,3.0,3.0
fork,roast,3,5.0,4.0
fork,sticking notes on notice board,4,4.0,4.0
fork,puncture tire,5,5.0,5.0
fork,if you re ever in pinch and need to open bottle of wine use fork stick the fork into the cork and twist it until the cork pops out,4,4.0,4.0
fork,used as impromptu toothpicks simply insert the tines of the fork into your teeth and give them good cleaning,4,4.0,4.0
fork,make snow angel,3,3.0,3.0
fork,using as hairbrush,4,4.0,4.0
fork,wearing as necklace,2,2.0,2.0
fork,building fort,2,2.0,2.0
fork,pretending to be telephone,4,4.0,4.0
fork,using as chopsticks,4,4.0,4.0
fork,making music with it,4,4.0,4.0
fork,digging in the sand,3,3.0,3.0
fork,eat soup,3,3.0,3.0
fork,play the piano,3,3.0,3.0
fork,use fork to eat soup,3,3.0,3.0
fork,stick fork in piece of fruit to eat it,5,5.0,5.0
fork,use fork as spoon when eating cereal or yogurt,5,5.0,5.0
fork,hold fork like chopsticks to eat rice or noodles,4,4.0,4.0
fork,stick fork in your hair to hold it back while you re cooking,4,4.0,4.0
fork,hold fork by the tines and use the handle as drumstick,4,4.0,4.0
fork,use fork to fluff up your hair for quick and easy hairstyle,4,4.0,4.0
fork,straighten out bent fork with another fork,4,4.0,4.0
fork,curl your lashes with cleanfork tine for,3,3.0,3.0
fork,open bottles and cans,4,4.0,4.0
fork,drive nails into wood,2,2.0,2.0
fork,pick up food from plate,5,5.0,5.0
fork,hold hair in place while braiding,4,4.0,4.0
fork,eat soup without making mess,3,3.0,3.0
fork,dig in the dirt,3,3.0,3.0
fork,measure ingredients,2,2.0,2.0
fork,bending abstract artwork,4,4.0,4.0
fork,eating soup,3,3.0,3.0
fork,means of construction,3,3.0,3.0
fork,decor piece,3,3.0,3.0
fork,braid hair,3,4.0,3.5
fork,heels,2,3.0,2.5
fork,lever bottle open,5,4.0,4.5
fork,fence forks,3,2.0,2.5
fork,you have lot artwork,3,3.0,3.0
fork,help cut,5,5.0,5.0
fork,get hot food pan,5,5.0,5.0
fork,eat with this,5,5.0,5.0
fork,have itchy head,4,4.0,4.0
fork,head scratcher,4,4.0,4.0
fork,holder chains bracelets,3,4.0,3.5
fork,curling hair,3,4.0,3.5
fork,throw someone arm,4,4.0,4.0
fork,if pitchfork shovel great things,3,5.0,4.0
fork,if tuning fork votes,3,5.0,4.0
fork,relieve itching,4,4.0,4.0
fork,destroy,4,4.0,4.0
fork,closet,3,3.0,3.0
fork,chew,1,1.0,1.0
fork,leave kitchen,3,5.0,4.0
fork,emptying cracks,4,4.0,4.0
fork,look,3,3.0,3.0
fork,little holes things,5,5.0,5.0
fork,change color,3,2.0,2.5
fork,hack,3,4.0,3.5
fork,hooks coats cloths,4,3.0,3.5
fork,put ground to mark piece of land,5,4.0,4.5
fork,throwing ground,4,3.0,3.5
fork,details clay soft things,5,5.0,5.0
fork,door block,3,3.0,3.0
fork,get things from behind something,4,4.0,4.0
fork,sliding things out from under cupboards,4,4.0,4.0
fork,picking things up eating,4,4.0,4.0
fork,grab things and lie to pieces,4,4.0,4.0
fork,cleaning things up small edges,4,4.0,4.0
fork,hold things,4,4.0,4.0
fork,empty shower drain,5,5.0,5.0
fork,cleaning shower drain,5,5.0,5.0
fork,tension wire,4,4.0,4.0
fork,selling expensive fork for money,3,3.0,3.0
fork,walking eggs,5,5.0,5.0
fork,rubber bands between fork stems,3,3.0,3.0
fork,pull together,1,4.0,2.5
fork,turn food over,5,5.0,5.0
fork,stir food,5,5.0,5.0
fork,hold food when cutting,5,5.0,5.0
fork,figures cookies,5,5.0,5.0
fork,eat fruit,5,5.0,5.0
fork,take over rake function,3,4.0,3.5
fork,test potatoes for doneness,5,5.0,5.0
fork,holes in clothing,5,5.0,5.0
fork,weapon used,4,4.0,4.0
fork,magic trick,3,4.0,3.5
fork,dart arrow,3,3.0,3.0
fork,hairpin or hair tie,4,4.0,4.0
fork,use as utensil,5,5.0,5.0
fork,eat food with one hand,5,5.0,5.0
fork,pin,3,3.0,3.0
fork,play,3,3.0,3.0
fork,games,3,3.0,3.0
fork,mirror,4,3.0,3.5
fork,skewers,4,4.0,4.0
fork,nail,3,3.0,3.0
fork,remove nail from wall,4,4.0,4.0
fork,attach things to wall,3,3.0,3.0
fork,pack things,4,4.0,4.0
fork,moving stuff,4,4.0,4.0
fork,stand,3,3.0,3.0
fork,game,3,3.0,3.0
fork,staff,4,3.0,3.5
fork,stack,4,3.0,3.5
fork,stabbing weapon,3,4.0,3.5
fork,plug,4,4.0,4.0
fork,steal,4,3.0,3.5
fork,tuning fork,3,3.0,3.0
fork,vote,3,3.0,3.0
fork,support knife,5,2.0,3.5
fork,support plants from growing,4,4.0,4.0
fork,mainstay mini teepee,4,3.0,3.5
fork,dust battery entrance iphone remove,4,3.0,3.5
fork,stick,3,3.0,3.0
fork,statue,3,3.0,3.0
fork,sticks,3,3.0,3.0
fork,javelin throwing fork throwing,4,3.0,3.5
fork,javelin,4,3.0,3.5
fork,smear,5,3.0,4.0
fork,snow digging,4,2.0,3.0
fork,cut,4,3.0,3.5
fork,cutting do best,4,3.0,3.5
fork,cutting side,5,3.0,4.0
fork,cutting utensils,4,3.0,3.5
fork,soup spooning fork,3,1.0,2.0
fork,creating solid things,5,4.0,4.5
fork,application letter break,4,3.0,3.5
fork,kind of brush,3,3.0,3.0
fork,kind of stamp ink prints,4,3.0,3.5
fork,javelin throwing,4,3.0,3.5
fork,turning spaghetti,5,5.0,5.0
fork,eating spaghetti,5,5.0,5.0
fork,twist spaghetti around it,5,5.0,5.0
fork,wrap spaghetti,5,5.0,5.0
fork,roll up spaghetti,5,5.0,5.0
fork,spaghetti rolls,5,5.0,5.0
fork,spread spaghetti,5,5.0,5.0
fork,spaghetti fork,5,5.0,5.0
fork,splint,4,3.0,3.5
fork,spatula,3,4.0,3.5
fork,toys,3,3.0,3.0
fork,toy forks children,4,3.0,3.5
fork,spaghetti together,5,5.0,5.0
fork,stop meter cupboard,3,2.0,2.5
fork,plug into socket,4,3.0,3.5
fork,socket plugging suicide,3,4.0,3.5
fork,draw,3,3.0,3.0
fork,drawing supplies,3,3.0,3.0
fork,place phone horizontally watch movie,4,4.0,4.0
fork,reset phone,4,3.0,3.5
fork,phone reset small hole,4,3.0,3.5
fork,unlock phone,4,3.0,3.5
fork,measure temperature,4,2.0,3.0
fork,playing tennis,3,2.0,2.5
fork,tennis racket,3,2.0,2.5
fork,secure tent,4,4.0,4.0
fork,tent securing lack of pegs,4,4.0,4.0
fork,holding food when draining over sink,5,5.0,5.0
fork,tent peg,4,4.0,4.0
fork,color for comparison,3,2.0,2.5
fork,extend natural reach of arms,4,4.0,4.0
fork,test meat is tender enough,5,5.0,5.0
fork,teaspoon,5,3.0,4.0
fork,tap,5,4.0,4.5
fork,applications art,3,3.0,3.0
fork,eat dessert,4,5.0,4.5
fork,cleaning keyboard,4,3.0,3.5
fork,show voices,3,3.0,3.0
fork,tower,3,2.0,2.5
fork,build tower,3,2.0,2.5
fork,hang up for decoration,3,3.0,3.0
fork,provide counter pressure,4,3.0,3.5
fork,toenail cleaning,4,4.0,4.0
fork,teeth leave fork marks,5,3.0,4.0
fork,stop socket,4,3.0,3.5
fork,loosen tight knot,4,4.0,4.0
fork,painting stripes,4,4.0,4.0
fork,stripes pattern,4,4.0,4.0
fork,bow,3,2.0,2.5
fork,bows around it,3,2.0,2.5
fork,conduct current through fork,4,4.0,4.0
fork,current conductor,4,4.0,4.0
fork,cutting piece of fabric,3,2.0,2.5
fork,stick cake,5,5.0,5.0
