target object,alternate use,utility_r1,utility_r2,mean_utility,gpt4o_control,gpt4o_semantic,gpt4o_episodic
paperclip,hang photos on wall paper clip rope,5,5.0,5.0,NA,NA,NA
paperclip,photo frame mosaics paper clip,2,5.0,3.5,NA,NA,NA
paperclip,holes,5,5.0,5.0,NA,NA,NA
paperclip,poke holes paperclip,5,5.0,5.0,NA,NA,NA
paperclip,hole paper,5,5.0,5.0,NA,NA,NA
paperclip,pool money,5,5.0,5.0,NA,NA,NA
paperclip,conductor small lights,4,4.0,4.0,NA,NA,NA
paperclip,give,3,4.0,3.5,NA,NA,NA
paperclip,just merge,5,5.0,5.0,NA,NA,NA
paperclip,filament,4,4.0,4.0,NA,NA,NA
paperclip,curtains,4,4.0,4.0,NA,NA,NA
paperclip,switch off contact,4,3.0,3.5,NA,NA,NA
paperclip,not gripping trouser fly properly,5,5.0,5.0,NA,NA,NA
paperclip,secure fly,5,5.0,5.0,NA,NA,NA
paperclip,hook broken coat rack,3,4.0,3.5,NA,NA,NA
paperclip,hang on wall on hook,4,4.0,4.0,NA,NA,NA
paperclip,click mobile button together so that sim card,5,5.0,5.0,NA,NA,NA
paperclip,hair rubber bands hold together,5,4.0,4.5,NA,NA,NA
paperclip,hold hair,4,4.0,4.0,NA,NA,NA
paperclip,pin hair down,4,4.0,4.0,NA,NA,NA
paperclip,hair fasting,4,4.0,4.0,NA,NA,NA
paperclip,hair clip not effective think,4,4.0,4.0,NA,NA,NA
paperclip,hair curls,4,3.0,3.5,NA,NA,NA
paperclip,hair girls,4,4.0,4.0,NA,NA,NA
paperclip,have chain,4,4.0,4.0,NA,NA,NA
paperclip,keep fly closed,5,5.0,5.0,NA,NA,NA
paperclip,heart shape gift giving valentine day,5,4.0,4.5,NA,NA,NA
paperclip,piece of iron wire,4,3.0,3.5,NA,NA,NA
paperclip,support,2,3.0,2.5,NA,NA,NA
paperclip,attaching together image of it,3,3.0,3.0,NA,NA,NA
paperclip,fold together bookmark,4,5.0,4.5,NA,NA,NA
paperclip,fold together pendant,4,3.0,3.5,NA,NA,NA
paperclip,fold together tassel,3,4.0,3.5,NA,NA,NA
paperclip,fold sim card get mobile phone,4,4.0,4.0,NA,NA,NA
paperclip,scratch something,4,4.0,4.0,NA,NA,NA
paperclip,thread through something,4,4.0,4.0,NA,NA,NA
paperclip,holes somewhere,4,4.0,4.0,NA,NA,NA
paperclip,get it somewhere,4,4.0,4.0,NA,NA,NA
paperclip,carve somewhere,4,4.0,4.0,NA,NA,NA
paperclip,scratch somewhere,4,4.0,4.0,NA,NA,NA
paperclip,store food,2,2.0,2.0,NA,NA,NA
paperclip,case hook,5,4.0,4.5,NA,NA,NA
paperclip,fill case,5,4.0,4.5,NA,NA,NA
paperclip,pouch zipper,5,4.0,4.5,NA,NA,NA
paperclip,decorate bicycle,4,3.0,3.5,NA,NA,NA
paperclip,figure,3,3.0,3.0,NA,NA,NA
paperclip,mold figures,2,3.0,2.5,NA,NA,NA
paperclip,figures draw soft surfaces,4,3.0,3.5,NA,NA,NA
paperclip,fine dust to get small holes,4,4.0,4.0,NA,NA,NA
paperclip,fixing something,3,3.0,3.0,NA,NA,NA
paperclip,bottle cap,1,3.0,2.0,NA,NA,NA
paperclip,for disguising at parties outfit,2,3.0,2.5,NA,NA,NA
paperclip,for some sports,2,1.0,1.5,NA,NA,NA
paperclip,hang photos on board,3,4.0,3.5,NA,NA,NA
paperclip,fixed together,4,4.0,4.0,NA,NA,NA
paperclip,photos hanging,3,4.0,3.5,NA,NA,NA
paperclip,string together chain garland,4,4.0,4.0,NA,NA,NA
paperclip,together chain,4,4.0,4.0,NA,NA,NA
paperclip,tearing things,3,4.0,3.5,NA,NA,NA
paperclip,things fixed,4,4.0,4.0,NA,NA,NA
paperclip,hold things,4,4.0,4.0,NA,NA,NA
paperclip,connecting things,4,4.0,4.0,NA,NA,NA
paperclip,shooting things away,3,3.0,3.0,NA,NA,NA
paperclip,picking little holes,4,4.0,4.0,NA,NA,NA
paperclip,documents together,5,4.0,4.5,NA,NA,NA
paperclip,tie up documents,5,4.0,4.5,NA,NA,NA
paperclip,dip paint use small brush,3,3.0,3.0,NA,NA,NA
paperclip,puncture glue bottle,5,4.0,4.5,NA,NA,NA
paperclip,open box of tape on it,4,4.0,4.0,NA,NA,NA
paperclip,wires lead table,4,3.0,3.5,NA,NA,NA
paperclip,wires chargers hold together,4,4.0,4.0,NA,NA,NA
paperclip,thin rod press reset button electronic device mobile,4,4.0,4.0,NA,NA,NA
paperclip,elastic,2,3.0,2.5,NA,NA,NA
paperclip,rubber band,2,3.0,2.5,NA,NA,NA
paperclip,rubber band holder,5,4.0,4.5,NA,NA,NA
paperclip,bind together,4,4.0,4.0,NA,NA,NA
paperclip,bend together,4,5.0,4.5,NA,NA,NA
paperclip,bending together breaks,4,5.0,4.5,NA,NA,NA
paperclip,get together,4,5.0,4.5,NA,NA,NA
paperclip,pull together iron wire,4,5.0,4.5,NA,NA,NA
paperclip,hold bra straps together,5,4.0,4.5,NA,NA,NA
paperclip,holding papers together,5,4.0,4.5,NA,NA,NA
paperclip,hold dust together,4,4.0,4.0,NA,NA,NA
paperclip,form chain together,4,4.0,4.0,NA,NA,NA
paperclip,fix things,3,3.0,3.0,NA,NA,NA
paperclip,photos hang on rack,3,4.0,3.5,NA,NA,NA
paperclip,hanging pictures string,3,4.0,3.5,NA,NA,NA
paperclip,crochet things,4,4.0,4.0,NA,NA,NA
paperclip,hook things fishing,4,4.0,4.0,NA,NA,NA
paperclip,get hook somewhere,4,4.0,4.0,NA,NA,NA
paperclip,hook fishing,4,4.0,4.0,NA,NA,NA
paperclip,hang things on hook,4,4.0,4.0,NA,NA,NA
paperclip,hang hook,4,4.0,4.0,NA,NA,NA
paperclip,hook coat rack,4,4.0,4.0,NA,NA,NA
paperclip,brackets cupboard,4,4.0,4.0,NA,NA,NA
paperclip,hair behind,5,5.0,5.0,NA,NA,NA
paperclip,hair attribute,5,5.0,5.0,NA,NA,NA
paperclip,hair bobby pin,5,4.0,4.5,NA,NA,NA
paperclip,hair elastic,3,4.0,3.5,NA,NA,NA
paperclip,hold hair together,5,5.0,5.0,NA,NA,NA
paperclip,put hair up,5,5.0,5.0,NA,NA,NA
paperclip,hair pippi longstocking style,4,5.0,4.5,NA,NA,NA
paperclip,hair pin,5,5.0,5.0,NA,NA,NA
paperclip,wrapping hair tail outside hair first,5,5.0,5.0,NA,NA,NA
paperclip,stab hair,5,5.0,5.0,NA,NA,NA
paperclip,hair hair straightener,4,5.0,4.5,NA,NA,NA
paperclip,tie hair up,5,5.0,5.0,NA,NA,NA
paperclip,hair decoration,5,5.0,5.0,NA,NA,NA
paperclip,wear hair clip,5,5.0,5.0,NA,NA,NA
paperclip,hair clip bobby pin,5,5.0,5.0,NA,NA,NA
paperclip,hair clip mean,5,5.0,5.0,NA,NA,NA
paperclip,hair slider,5,5.0,5.0,NA,NA,NA
paperclip,close fly,3,4.0,3.5,NA,NA,NA
paperclip,insert photos,3,4.0,3.5,NA,NA,NA
paperclip,fly,3,4.0,3.5,NA,NA,NA
paperclip,large tablet holder,3,4.0,3.5,NA,NA,NA
paperclip,hang up photos pieces of paper string,3,4.0,3.5,NA,NA,NA
paperclip,photo hanging rope,3,4.0,3.5,NA,NA,NA
paperclip,decorate photo frame,4,4.0,4.0,NA,NA,NA
paperclip,fidgeting while on phone,4,5.0,4.5,NA,NA,NA
paperclip,fruit cutter,4,3.0,3.5,NA,NA,NA
paperclip,hole somewhere,4,5.0,4.5,NA,NA,NA
paperclip,hole piercing,4,5.0,4.5,NA,NA,NA
paperclip,poke holes somewhere,4,5.0,4.5,NA,NA,NA
paperclip,hole maker paper,4,5.0,4.5,NA,NA,NA
paperclip,hole maker belt,4,4.0,4.0,NA,NA,NA
paperclip,holes in paper,4,5.0,4.5,NA,NA,NA
paperclip,hole puncher hole puncher,4,5.0,4.5,NA,NA,NA
paperclip,poke hole somewhere,4,5.0,4.5,NA,NA,NA
paperclip,keep hole in case closed,3,5.0,4.0,NA,NA,NA
paperclip,keep hole in garment closed,3,5.0,4.0,NA,NA,NA
paperclip,improvised fork,3,3.0,3.0,NA,NA,NA
paperclip,colored paperclips decoration,4,3.0,3.5,NA,NA,NA
paperclip,conduct,4,4.0,4.0,NA,NA,NA
paperclip,getting something out of whole,4,4.0,4.0,NA,NA,NA
paperclip,hamster weights,3,2.0,2.5,NA,NA,NA
paperclip,have faces,3,4.0,3.5,NA,NA,NA
paperclip,keep curtains closed,4,4.0,4.0,NA,NA,NA
paperclip,grappling hook,4,2.0,3.0,NA,NA,NA
paperclip,gray stuff lottery open scratch,4,4.0,4.0,NA,NA,NA
paperclip,get grip,3,3.0,3.0,NA,NA,NA
paperclip,big pendulum,3,4.0,3.5,NA,NA,NA
paperclip,things papers hold together,5,4.0,4.5,NA,NA,NA
paperclip,puncturing things,4,4.0,4.0,NA,NA,NA
paperclip,sticking things through something,4,4.0,4.0,NA,NA,NA
paperclip,ensures organized work,5,5.0,5.0,NA,NA,NA
paperclip,rope,3,2.0,2.5,NA,NA,NA
paperclip,pointer makeup,4,3.0,3.5,NA,NA,NA
paperclip,hang bait,4,4.0,4.0,NA,NA,NA
paperclip,accessory shoe,3,4.0,3.5,NA,NA,NA
paperclip,accessories,3,4.0,3.5,NA,NA,NA
paperclip,waste picker,3,2.0,2.5,NA,NA,NA
paperclip,alternative button,3,3.0,3.0,NA,NA,NA
paperclip,separate fork,3,3.0,3.0,NA,NA,NA
paperclip,reset device,4,3.0,3.5,NA,NA,NA
paperclip,keep bracelet together when broken,4,4.0,4.0,NA,NA,NA
paperclip,bracelet pendulum,4,4.0,4.0,NA,NA,NA
paperclip,poor homemade doll,4,4.0,4.0,NA,NA,NA
paperclip,as sex toy,3,2.0,2.5,NA,NA,NA
paperclip,baby toy,2,1.0,1.5,NA,NA,NA
paperclip,puncture balls,4,5.0,4.5,NA,NA,NA
paperclip,hanging balloon,4,4.0,4.0,NA,NA,NA
paperclip,balloon puncture,4,5.0,4.5,NA,NA,NA
paperclip,balloon stick,4,5.0,4.5,NA,NA,NA
paperclip,bamboo skewer barbecue,4,4.0,4.0,NA,NA,NA
paperclip,barbecue sticks,4,3.0,3.5,NA,NA,NA
paperclip,image of it,3,3.0,3.0,NA,NA,NA
paperclip,figurine,3,3.0,3.0,NA,NA,NA
paperclip,means of payment,3,2.0,2.5,NA,NA,NA
paperclip,confirmation,4,4.0,4.0,NA,NA,NA
paperclip,ensures together stays,4,5.0,4.5,NA,NA,NA
paperclip,keep bra straps together,5,4.0,4.5,NA,NA,NA
paperclip,so that bracelet clicks into place more easily,4,4.0,4.0,NA,NA,NA
paperclip,remove dirty keyboard,5,4.0,4.5,NA,NA,NA
paperclip,cake baking tins,4,4.0,4.0,NA,NA,NA
paperclip,hang string close zipper dress,5,5.0,5.0,NA,NA,NA
paperclip,put between paper,5,5.0,5.0,NA,NA,NA
paperclip,insert,4,5.0,4.5,NA,NA,NA
paperclip,pull out,4,4.0,4.0,NA,NA,NA
paperclip,when unfolding things stick together,5,4.0,4.5,NA,NA,NA
paperclip,unfold reinforcement,4,4.0,4.0,NA,NA,NA
paperclip,use it as replacement for hairclips,4,4.0,4.0,NA,NA,NA
paperclip,catch,3,3.0,3.0,NA,NA,NA
paperclip,feather,3,4.0,3.5,NA,NA,NA
paperclip,connection keys hold together,5,5.0,5.0,NA,NA,NA
paperclip,suspension,3,4.0,3.5,NA,NA,NA
paperclip,different things hold together,4,5.0,4.5,NA,NA,NA
paperclip,store different colors of paper clip,3,3.0,3.0,NA,NA,NA
paperclip,ornamental chain,4,4.0,4.0,NA,NA,NA
paperclip,hide bra under shirt,5,5.0,5.0,NA,NA,NA
paperclip,paint type stick,3,3.0,3.0,NA,NA,NA
paperclip,collector item,3,4.0,3.5,NA,NA,NA
paperclip,removing dirt from under nails,5,4.0,4.5,NA,NA,NA
paperclip,get dirt under fingernail,5,4.0,4.5,NA,NA,NA
paperclip,fishing rod,2,2.0,2.0,NA,NA,NA
paperclip,remove sim card object,5,5.0,5.0,NA,NA,NA
paperclip,forms,4,4.0,4.0,NA,NA,NA
paperclip,bending shapes,4,4.0,4.0,NA,NA,NA
paperclip,remove dirt from under nails today,5,4.0,4.5,NA,NA,NA
paperclip,remove dirt from keyboard,5,4.0,4.5,NA,NA,NA
paperclip,bra straps hook together,5,4.0,4.5,NA,NA,NA
paperclip,bra straps shirt pins bra strap not visible,5,4.0,4.5,NA,NA,NA
paperclip,getting rid of bra straps,5,4.0,4.5,NA,NA,NA
paperclip,desk decoration,3,3.0,3.0,NA,NA,NA
paperclip,give present,3,3.0,3.0,NA,NA,NA
paperclip,how to open chip iphone sim card,4,4.0,4.0,NA,NA,NA
paperclip,close bag of chips,5,4.0,4.5,NA,NA,NA
paperclip,form numbers,4,4.0,4.0,NA,NA,NA
paperclip,circle wires hold together,4,4.0,4.0,NA,NA,NA
paperclip,clip paers togethe,5,5.0,5.0,NA,NA,NA
paperclip,clippy cosplay,2,3.0,2.5,NA,NA,NA
paperclip,confetti,3,1.0,2.0,NA,NA,NA
paperclip,contours,4,3.0,3.5,NA,NA,NA
paperclip,cupcake prick look like they have been in oven long enough,4,5.0,4.5,NA,NA,NA
paperclip,tie clip,5,4.0,4.5,NA,NA,NA
paperclip,decoration mini figurine,4,3.0,3.5,NA,NA,NA
paperclip,decoration room bend figure,4,3.0,3.5,NA,NA,NA
paperclip,door lock picking,4,3.0,3.5,NA,NA,NA
paperclip,get door open,4,3.0,3.5,NA,NA,NA
paperclip,door opener,4,3.0,3.5,NA,NA,NA
paperclip,keep door open,4,4.0,4.0,NA,NA,NA
paperclip,cracking door lock,4,3.0,3.5,NA,NA,NA
paperclip,door lock open,4,3.0,3.5,NA,NA,NA
paperclip,sealing packages,4,4.0,4.0,NA,NA,NA
paperclip,scratch things,4,4.0,4.0,NA,NA,NA
paperclip,tying things together to keep them together,4,4.0,4.0,NA,NA,NA
paperclip,tie things together,4,4.0,4.0,NA,NA,NA
paperclip,attaching things together,4,4.0,4.0,NA,NA,NA
paperclip,bend to open iphone sim holder,4,4.0,4.0,NA,NA,NA
paperclip,bending thing that opens phone box,4,3.0,3.5,NA,NA,NA
paperclip,bread bag tie,5,4.0,4.5,NA,NA,NA
paperclip,bread bag closed,5,4.0,4.5,NA,NA,NA
paperclip,bra get wider size,5,4.0,4.5,NA,NA,NA
paperclip,bra together so that straps are not visible,5,4.0,4.5,NA,NA,NA
paperclip,bra closure,5,4.0,4.5,NA,NA,NA
paperclip,binder,3,4.0,3.5,NA,NA,NA
paperclip,leaves together,5,5.0,5.0,NA,NA,NA
paperclip,squeezing blackheads,4,4.0,4.0,NA,NA,NA
paperclip,separate leaves,5,5.0,5.0,NA,NA,NA
paperclip,tying leaves together,5,5.0,5.0,NA,NA,NA
paperclip,leaf holder,5,5.0,5.0,NA,NA,NA
paperclip,page memorizer,5,5.0,5.0,NA,NA,NA
paperclip,blister stick,4,5.0,4.5,NA,NA,NA
paperclip,flower reinforcement,4,3.0,3.5,NA,NA,NA
paperclip,piece of iron broken off where zipper opens,5,5.0,5.0,NA,NA,NA
paperclip,keep blouse closed always popping open,5,4.0,4.5,NA,NA,NA
paperclip,bookmark which rule you are,5,5.0,5.0,NA,NA,NA
paperclip,leaving messages scratched somewhere,4,4.0,4.0,NA,NA,NA
paperclip,scratch tree,4,4.0,4.0,NA,NA,NA
paperclip,drill,2,2.0,2.0,NA,NA,NA
paperclip,close sandwich bag,4,4.0,4.0,NA,NA,NA
paperclip,brooch,3,3.0,3.0,NA,NA,NA
paperclip,attach brooch,4,4.0,4.0,NA,NA,NA
paperclip,keep pants together,4,4.0,4.0,NA,NA,NA
paperclip,fasten trousers,4,4.0,4.0,NA,NA,NA
paperclip,trouser button,4,4.0,4.0,NA,NA,NA
paperclip,trouser button fastened,4,4.0,4.0,NA,NA,NA
paperclip,hold sandwich together,3,4.0,3.5,NA,NA,NA
paperclip,fasten blouse,5,4.0,4.5,NA,NA,NA
paperclip,wrap around,4,5.0,4.5,NA,NA,NA
paperclip,bend earring,4,4.0,4.0,NA,NA,NA
paperclip,pressing very tight buttons,5,4.0,4.5,NA,NA,NA
paperclip,push face,3,2.0,2.5,NA,NA,NA
paperclip,throw to get someone attention,4,3.0,3.5,NA,NA,NA
paperclip,lay ground,3,3.0,3.0,NA,NA,NA
paperclip,fly opens quickly button and zipper,5,5.0,5.0,NA,NA,NA
paperclip,fly tight,5,5.0,5.0,NA,NA,NA
paperclip,fly fastening widens,5,5.0,5.0,NA,NA,NA
paperclip,sounds,4,3.0,3.5,NA,NA,NA
paperclip,hook christmas baubles,5,5.0,5.0,NA,NA,NA
paperclip,keep hair place,4,4.0,4.0,NA,NA,NA
paperclip,hang up towel,3,4.0,3.5,NA,NA,NA
paperclip,pendant key ring,4,4.0,4.0,NA,NA,NA
paperclip,tea towel hanger,4,4.0,4.0,NA,NA,NA
paperclip,snacks skewer,5,4.0,4.5,NA,NA,NA
paperclip,tying hairs together,4,4.0,4.0,NA,NA,NA
paperclip,hook christmas tree,5,5.0,5.0,NA,NA,NA
paperclip,sound,4,3.0,3.5,NA,NA,NA
paperclip,electrically repairs conductor,4,4.0,4.0,NA,NA,NA
paperclip,monetary proceeds,1,2.0,1.5,NA,NA,NA
paperclip,fake piercing,4,4.0,4.0,NA,NA,NA
paperclip,bicycle chain,2,2.0,2.0,NA,NA,NA
paperclip,bicycle keys together,5,5.0,5.0,NA,NA,NA
paperclip,building figures,3,3.0,3.0,NA,NA,NA
paperclip,experience figures,3,3.0,3.0,NA,NA,NA
paperclip,finger ring,4,4.0,4.0,NA,NA,NA
paperclip,photo hanging on clothesline,5,5.0,5.0,NA,NA,NA
paperclip,hang up photo,4,5.0,4.5,NA,NA,NA
paperclip,photos together,5,5.0,5.0,NA,NA,NA
paperclip,hanging photos on string,5,5.0,5.0,NA,NA,NA
paperclip,holes in foil,5,5.0,5.0,NA,NA,NA
paperclip,holes microwave meal,5,5.0,5.0,NA,NA,NA
paperclip,hole stopper,2,5.0,3.5,NA,NA,NA
paperclip,holes objects,4,5.0,4.5,NA,NA,NA
paperclip,monetary unit different colors values,3,2.0,2.5,NA,NA,NA
paperclip,conduct brain research,2,1.0,1.5,NA,NA,NA
paperclip,fake earring,4,4.0,4.0,NA,NA,NA
paperclip,holder,3,3.0,3.0,NA,NA,NA
paperclip,house,3,2.0,2.5,NA,NA,NA
paperclip,hanging christmas tree,5,5.0,5.0,NA,NA,NA
paperclip,necklace pendant,4,4.0,4.0,NA,NA,NA
paperclip,chain multiple clips,4,4.0,4.0,NA,NA,NA
paperclip,have more than one chain,4,4.0,4.0,NA,NA,NA
paperclip,chain several paper clips,4,4.0,4.0,NA,NA,NA
paperclip,chain paper clips together,4,4.0,4.0,NA,NA,NA
paperclip,hang up christmas baubles,5,5.0,5.0,NA,NA,NA
paperclip,chain switching,4,4.0,4.0,NA,NA,NA
paperclip,children toys,3,3.0,3.0,NA,NA,NA
paperclip,adjust clothing,4,5.0,4.5,NA,NA,NA
paperclip,clothes broken,4,5.0,4.5,NA,NA,NA
paperclip,securing clothes large,4,5.0,4.5,NA,NA,NA
paperclip,clothes holder,3,4.0,3.5,NA,NA,NA
paperclip,shorten garment,4,5.0,4.5,NA,NA,NA
paperclip,chain link,4,4.0,4.0,NA,NA,NA
paperclip,chew,3,2.0,2.5,NA,NA,NA
paperclip,cat toy chain shape,5,4.0,4.5,NA,NA,NA
paperclip,close broken zipper,5,5.0,5.0,NA,NA,NA
paperclip,cling film cutting tip,4,5.0,4.5,NA,NA,NA
paperclip,irons bend,4,5.0,4.5,NA,NA,NA
paperclip,burglary material,4,4.0,4.0,NA,NA,NA
paperclip,collapse,4,5.0,4.5,NA,NA,NA
paperclip,open ip phone sim card compartment,5,5.0,5.0,NA,NA,NA
paperclip,open iphone sim,5,5.0,5.0,NA,NA,NA
paperclip,iphone sim card holder opener,5,5.0,5.0,NA,NA,NA
paperclip,keep jacket closed,4,5.0,4.5,NA,NA,NA
paperclip,tamp joint,4,5.0,4.5,NA,NA,NA
paperclip,take dress,4,5.0,4.5,NA,NA,NA
paperclip,put candle,2,3.0,2.5,NA,NA,NA
paperclip,hang up cards,4,5.0,4.5,NA,NA,NA
paperclip,sort cables neatly together,5,5.0,5.0,NA,NA,NA
paperclip,pull comb parting,5,4.0,4.5,NA,NA,NA
paperclip,replace broken zipper,5,5.0,5.0,NA,NA,NA
paperclip,carving wood,5,4.0,4.5,NA,NA,NA
paperclip,experimental acupuncture tool,4,3.0,3.5,NA,NA,NA
paperclip,insist,2,1.0,1.5,NA,NA,NA
paperclip,shout at it,3,1.0,2.0,NA,NA,NA
paperclip,bind things,4,5.0,4.5,NA,NA,NA
paperclip,leaf together,5,5.0,5.0,NA,NA,NA
paperclip,join leaves together,5,5.0,5.0,NA,NA,NA
paperclip,remember page,5,5.0,5.0,NA,NA,NA
paperclip,pagemark,5,5.0,5.0,NA,NA,NA
paperclip,holding cans,3,3.0,3.0,NA,NA,NA
paperclip,beer can open,3,4.0,3.5,NA,NA,NA
paperclip,grow flowers straight,5,4.0,4.5,NA,NA,NA
paperclip,pants more wearable,4,5.0,4.5,NA,NA,NA
paperclip,pants hanging,4,5.0,4.5,NA,NA,NA
paperclip,thing that keeps bread bags closed,5,5.0,5.0,NA,NA,NA
paperclip,build bridge,2,2.0,2.0,NA,NA,NA
paperclip,clipboard,5,5.0,5.0,NA,NA,NA
paperclip,demolish computer,4,3.0,3.5,NA,NA,NA
paperclip,keep your pants closed,4,5.0,4.5,NA,NA,NA
paperclip,bra straps back,5,5.0,5.0,NA,NA,NA
paperclip,tie bra straps together,5,5.0,5.0,NA,NA,NA
paperclip,bra straps behind back,5,5.0,5.0,NA,NA,NA
paperclip,secretion,2,3.0,2.5,NA,NA,NA
paperclip,all paperclips fuse differently,3,3.0,3.0,NA,NA,NA
paperclip,clamp another object onto paper,5,5.0,5.0,NA,NA,NA
paperclip,other paper hold together example clothes,4,5.0,4.5,NA,NA,NA
paperclip,apple holder,3,2.0,2.5,NA,NA,NA
paperclip,car deformation toy thing,4,2.0,3.0,NA,NA,NA
paperclip,deflate balloon,5,5.0,5.0,NA,NA,NA
paperclip,balloons together,5,5.0,5.0,NA,NA,NA
paperclip,banana cutting outside,5,3.0,4.0,NA,NA,NA
paperclip,clamp straps of dress bra so that they do not fall,5,5.0,5.0,NA,NA,NA
paperclip,charm chain,4,4.0,4.0,NA,NA,NA
paperclip,cross bra straps,5,5.0,5.0,NA,NA,NA
paperclip,pelt,2,4.0,3.0,NA,NA,NA
paperclip,reward,3,2.0,2.5,NA,NA,NA
paperclip,damage,3,4.0,3.5,NA,NA,NA
paperclip,computer wires hold together paper clip fasten,5,4.0,4.5,NA,NA,NA
paperclip,designing,2,3.0,2.5,NA,NA,NA
paperclip,door locked is open,4,4.0,4.0,NA,NA,NA
paperclip,closed ditto,3,4.0,3.5,NA,NA,NA
paperclip,string together long chain,4,4.0,4.0,NA,NA,NA
paperclip,hitting each other,1,3.0,2.0,NA,NA,NA
paperclip,fix together,4,5.0,4.5,NA,NA,NA
paperclip,fold together into strange shapes,4,3.0,3.5,NA,NA,NA
paperclip,seal each bag,5,5.0,5.0,NA,NA,NA
paperclip,seal envelope,5,5.0,5.0,NA,NA,NA
paperclip,pierce through something,4,5.0,4.5,NA,NA,NA
paperclip,take it out somewhere,4,5.0,4.5,NA,NA,NA
paperclip,hang somewhere,3,4.0,3.5,NA,NA,NA
paperclip,scratch letters somewhere,4,4.0,4.0,NA,NA,NA
paperclip,pick somewhere,4,4.0,4.0,NA,NA,NA
paperclip,paste somewhere,3,4.0,3.5,NA,NA,NA
paperclip,stir somewhere,3,4.0,3.5,NA,NA,NA
paperclip,get away from something,4,4.0,4.0,NA,NA,NA
paperclip,stuck somewhere,4,5.0,4.5,NA,NA,NA
paperclip,hang together chain,4,4.0,4.0,NA,NA,NA
paperclip,open small lock,4,4.0,4.0,NA,NA,NA
paperclip,large figure put together,3,3.0,3.0,NA,NA,NA
paperclip,rubber bands together,5,5.0,5.0,NA,NA,NA
paperclip,sandwich bag sealer,5,5.0,5.0,NA,NA,NA
paperclip,building things,3,3.0,3.0,NA,NA,NA
paperclip,closing things turning opening around,4,5.0,4.5,NA,NA,NA
paperclip,removing things from under nails,5,4.0,4.5,NA,NA,NA
paperclip,picking things up,3,4.0,3.5,NA,NA,NA
paperclip,reset things point stick paperclip somewhere,5,5.0,5.0,NA,NA,NA
paperclip,skewer things,4,4.0,4.0,NA,NA,NA
paperclip,thing things scraping away,4,4.0,4.0,NA,NA,NA
paperclip,figure things out,4,4.0,4.0,NA,NA,NA
paperclip,pass through,4,5.0,4.5,NA,NA,NA
paperclip,swallow,2,1.0,1.5,NA,NA,NA
paperclip,dotting tool,5,4.0,4.5,NA,NA,NA
paperclip,wire hold together,4,5.0,4.5,NA,NA,NA
paperclip,press pin,3,4.0,3.5,NA,NA,NA
paperclip,unit,1,3.0,2.0,NA,NA,NA
paperclip,twist apart,4,4.0,4.0,NA,NA,NA
paperclip,remove hemorrhoids,4,2.0,3.0,NA,NA,NA
paperclip,cleaning small corners and edges,5,5.0,5.0,NA,NA,NA
paperclip,hang small objects,5,4.0,4.5,NA,NA,NA
paperclip,zippers,4,5.0,4.5,NA,NA,NA
paperclip,junk phone get where charger,5,5.0,5.0,NA,NA,NA
paperclip,together holder keys,5,5.0,5.0,NA,NA,NA
paperclip,tie ears together,5,5.0,5.0,NA,NA,NA
paperclip,shoe closure holder,4,5.0,4.5,NA,NA,NA
paperclip,fasten shoes,4,5.0,4.5,NA,NA,NA
paperclip,zipper fixed trouser button,5,5.0,5.0,NA,NA,NA
paperclip,writing wood,5,4.0,4.5,NA,NA,NA
paperclip,shove,3,4.0,3.5,NA,NA,NA
paperclip,get sim card from your phone,5,5.0,5.0,NA,NA,NA
paperclip,sim card,5,5.0,5.0,NA,NA,NA
paperclip,sim card remover,5,5.0,5.0,NA,NA,NA
paperclip,sim card holder opener iphone,5,5.0,5.0,NA,NA,NA
paperclip,sim card holder opener,5,5.0,5.0,NA,NA,NA
paperclip,screw,3,3.0,3.0,NA,NA,NA
paperclip,zipper back sits high,5,5.0,5.0,NA,NA,NA
paperclip,pull zipper broken end,5,5.0,5.0,NA,NA,NA
paperclip,zipper hanger broken,5,5.0,5.0,NA,NA,NA
paperclip,holding papers,5,5.0,5.0,NA,NA,NA
paperclip,hold paper sheets together,5,5.0,5.0,NA,NA,NA
paperclip,toddler stick,4,4.0,4.0,NA,NA,NA
paperclip,beeper hold together,3,5.0,4.0,NA,NA,NA
paperclip,arrow bow,2,2.0,2.0,NA,NA,NA
paperclip,slices,2,3.0,2.5,NA,NA,NA
paperclip,stand plants upright,5,4.0,4.5,NA,NA,NA
paperclip,jar open,3,4.0,3.5,NA,NA,NA
paperclip,barbed wire,2,5.0,3.5,NA,NA,NA
paperclip,press reset button on devices that are difficult to reach,5,5.0,5.0,NA,NA,NA
paperclip,straw,1,2.0,1.5,NA,NA,NA
paperclip,threading method,4,5.0,4.5,NA,NA,NA
paperclip,ring holder,4,4.0,4.0,NA,NA,NA
paperclip,rist,5,5.0,5.0,NA,NA,NA
paperclip,zipper thing broken,5,5.0,5.0,NA,NA,NA
paperclip,sim card iphone,5,5.0,5.0,NA,NA,NA
paperclip,attaching papers together,5,5.0,5.0,NA,NA,NA
paperclip,open sim card cover of smartphone,5,5.0,5.0,NA,NA,NA
paperclip,sim card compartment iphone open,5,5.0,5.0,NA,NA,NA
paperclip,playing during boring lectures,5,3.0,4.0,NA,NA,NA
paperclip,used to play game whose name don know,3,3.0,3.0,NA,NA,NA
paperclip,split head screw turn,4,3.0,3.5,NA,NA,NA
