research_id,response_id,object,original_response,respondent_id,cleaned_response,translated_response,originality_rater01,utility_rater01,originality_rater02,utility_rater02
NAT202402,28112,paperclip,lock pick,210,lock pick,lock pick,2.5,4,,
NAT202402,28121,paperclip,can-unlock,211,canunlock,canunlock,2,4,,
NAT202402,28141,paperclip,lock release,212,lock release,lock release,2,4,,
NAT202402,28179,paperclip,lock release,214,lock release,lock release,2,4,,
NAT202402,28189,paperclip,door lock manipulator,214,door lock manipulator,door lock manipulator,2.5,4,,
NAT202402,28199,paperclip,lock pick,215,lock pick,lock pick,2.5,4,,
NAT202402,28217,paperclip,little lock,216,little lock,little lock,2,2,,
NAT202402,28255,paperclip,door stopper,218,door stopper,door stopper,2.5,2,,
NAT202402,28273,paperclip,lock pick,218,lock pick,lock pick,2.5,4,,
NAT202402,28292,paperclip,furnace door holder,219,furnace door holder,furnace door holder,3,2,,
NAT202402,28304,paperclip,door stoppers,220,door stoppers,door stoppers,2.5,2,,
NAT202402,28323,paperclip,lock pick,221,lock pick,lock pick,2.5,4,,
NAT202402,28338,paperclip,lock pick,222,lock pick,lock pick,2.5,4,,
NAT202402,28362,paperclip,lock pick,223,lock pick,lock pick,2.5,4,,
NAT202402,28381,paperclip,lock pick,224,lock pick,lock pick,2.5,4,,
NAT202402,28402,paperclip,lock pick,225,lock pick,lock pick,2.5,4,,
NAT202402,28419,paperclip,lock pick,226,lock pick,lock pick,2.5,4,,
NAT202402,28441,paperclip,lock pick,227,lock pick,lock pick,2.5,4,,
NAT202402,28463,paperclip,lock pick,228,lock pick,lock pick,2.5,4,,
NAT202402,28479,paperclip,lock pick,229,lock pick,lock pick,2.5,4,,
NAT202402,28501,paperclip,lock pick,230,lock pick,lock pick,2.5,4,,
NAT202402,28523,paperclip,lock pick,231,lock pick,lock pick,2.5,4,,
NAT202402,28545,paperclip,lock pick,232,lock pick,lock pick,2.5,4,,
NAT202402,28559,paperclip,lock pick,233,lock pick,lock pick,2.5,4,,
NAT202402,28582,paperclip,lock pick,234,lock pick,lock pick,2.5,4,,
NAT202402,28601,paperclip,lock pick,235,lock pick,lock pick,2.5,4,,
NAT202402,28619,paperclip,lock pick,236,lock pick,lock pick,2.5,4,,
NAT202402,28639,paperclip,lock pick,237,lock pick,lock pick,2.5,4,,
NAT202402,28662,paperclip,lock pick,238,lock pick,lock pick,2.5,4,,
NAT202402,28679,paperclip,lock pick,239,lock pick,lock pick,2.5,4,,
NAT202402,28698,paperclip,lock pick,240,lock pick,lock pick,2.5,4,,
NAT202402,28721,paperclip,lock pick,241,lock pick,lock pick,2.5,4,,
NAT202402,28741,paperclip,lock pick,242,lock pick,lock pick,2.5,4,,
NAT202402,28762,paperclip,lock pick,243,lock pick,lock pick,2.5,4,,
NAT202402,28779,paperclip,lock pick,244,lock pick,lock pick,2.5,4,,
NAT202402,28799,paperclip,lock pick,245,lock pick,lock pick,2.5,4,,
NAT202402,28819,paperclip,lock pick,246,lock pick,lock pick,2.5,4,,
NAT202402,28838,paperclip,lock pick,247,lock pick,lock pick,2.5,4,,
NAT202402,28860,paperclip,lock pick,248,lock pick,lock pick,2.5,4,,
NAT202402,28881,paperclip,lock pick,249,lock pick,lock pick,2.5,4,,
NAT202402,28902,paperclip,lock pick,250,lock pick,lock pick,2.5,4,,
NAT202402,28916,paperclip,lock pick,251,lock pick,lock pick,2.5,4,,
NAT202402,28945,paperclip,lock pick,252,lock pick,lock pick,2.5,4,,
NAT202402,28957,paperclip,lock pick,253,lock pick,lock pick,2.5,4,,
NAT202402,28983,paperclip,lock pick,254,lock pick,lock pick,2.5,4,,
NAT202402,28998,paperclip,lock pick,255,lock pick,lock pick,2.5,4,,
NAT202402,29021,paperclip,lock pick,256,lock pick,lock pick,2.5,4,,
NAT202402,29039,paperclip,lock pick,257,lock pick,lock pick,2.5,4,,
NAT202402,29060,paperclip,lock pick,258,lock pick,lock pick,2.5,4,,
NAT202402,29077,paperclip,lock pick,259,lock pick,lock pick,2.5,4,,
NAT202402,29101,paperclip,lock pick,260,lock pick,lock pick,2.5,4,,
NAT202402,29117,paperclip,lock pick,261,lock pick,lock pick,2.5,4,,
NAT202402,29143,paperclip,lock pick,262,lock pick,lock pick,2.5,4,,
NAT202402,29156,paperclip,lock pick,263,lock pick,lock pick,2.5,4,,
NAT202402,29180,paperclip,lock pick,264,lock pick,lock pick,2.5,4,,
NAT202402,29198,paperclip,lock pick,265,lock pick,lock pick,2.5,4,,
NAT202402,29218,paperclip,lock pick,266,lock pick,lock pick,2.5,4,,
NAT202402,29244,paperclip,lock pick,267,lock pick,lock pick,2.5,4,,
NAT202402,29258,paperclip,lock pick,268,lock pick,lock pick,2.5,4,,
NAT202402,29292,paperclip,lock pick,269,lock pick,lock pick,2.5,4,,
NAT202402,29303,paperclip,lock pick,270,lock pick,lock pick,2.5,4,,
NAT202402,29320,paperclip,lock pick,271,lock pick,lock pick,2.5,4,,
NAT202402,29337,paperclip,lock pick,272,lock pick,lock pick,2.5,4,,
NAT202402,29359,paperclip,lock pick,273,lock pick,lock pick,2.5,4,,
NAT202402,29375,paperclip,lock pick,274,lock pick,lock pick,2.5,4,,
NAT202402,29401,paperclip,emergency lock pick,275,emergency lock pick,emergency lock pick,2.5,4,,
NAT202402,29417,paperclip,lock pick,331,lock pick,lock pick,2.5,4,,
NAT202402,29437,paperclip,lock pick,332,lock pick,lock pick,2.5,4,,
NAT202402,29457,paperclip,lock pick,333,lock pick,lock pick,2.5,4,,
NAT202402,29477,paperclip,lock pick,334,lock pick,lock pick,2.5,4,,
NAT202402,29497,paperclip,lock pick,335,lock pick,lock pick,2.5,4,,
NAT202402,29517,paperclip,lock pick,336,lock pick,lock pick,2.5,4,,
NAT202402,29537,paperclip,lock pick,337,lock pick,lock pick,2.5,4,,
NAT202402,29557,paperclip,lock pick,338,lock pick,lock pick,2.5,4,,
NAT202402,29577,paperclip,lock pick,339,lock pick,lock pick,2.5,4,,
NAT202402,29597,paperclip,lock pick,340,lock pick,lock pick,2.5,4,,
NAT202402,29617,paperclip,lock pick,341,lock pick,lock pick,2.5,4,,
NAT202402,29637,paperclip,lock pick,342,lock pick,lock pick,2.5,4,,
NAT202402,29657,paperclip,lock pick,343,lock pick,lock pick,2.5,4,,
NAT202402,29677,paperclip,lock pick,344,lock pick,lock pick,2.5,4,,
NAT202402,29697,paperclip,lock pick,345,lock pick,lock pick,2.5,4,,
NAT202402,29717,paperclip,lock pick,346,lock pick,lock pick,2.5,4,,
NAT202402,29737,paperclip,lock pick,347,lock pick,lock pick,2.5,4,,
NAT202402,29757,paperclip,lock pick,348,lock pick,lock pick,2.5,4,,
NAT202402,29777,paperclip,lock pick,349,lock pick,lock pick,2.5,4,,
NAT202402,29797,paperclip,lock pick,350,lock pick,lock pick,2.5,4,,
NAT202402,29817,paperclip,lock pick,351,lock pick,lock pick,2.5,4,,
NAT202402,29837,paperclip,lock pick,352,lock pick,lock pick,2.5,4,,
NAT202402,29857,paperclip,lock pick,353,lock pick,lock pick,2.5,4,,
NAT202402,29877,paperclip,lock pick,354,lock pick,lock pick,2.5,4,,
NAT202402,29897,paperclip,lock pick,355,lock pick,lock pick,2.5,4,,
NAT202402,29917,paperclip,lock pick,356,lock pick,lock pick,2.5,4,,
NAT202402,29937,paperclip,lock pick,357,lock pick,lock pick,2.5,4,,
NAT202402,29957,paperclip,lock pick,358,lock pick,lock pick,2.5,4,,
NAT202402,29982,paperclip,lock pick,359,lock pick,lock pick,2.5,4,,
NAT202402,29992,paperclip,lock pick,359,lock pick,lock pick,2.5,4,,
NAT202402,29997,paperclip,lock pick,360,lock pick,lock pick,2.5,4,,
NAT202402,30017,paperclip,lock pick,361,lock pick,lock pick,2.5,4,,
NAT202402,30037,paperclip,lock pick,362,lock pick,lock pick,2.5,4,,
NAT202402,30062,paperclip,lock pick,363,lock pick,lock pick,2.5,4,,
NAT202402,30077,paperclip,lock pick,364,lock pick,lock pick,2.5,4,,
NAT202402,30097,paperclip,lock pick,365,lock pick,lock pick,2.5,4,,
NAT202402,30117,paperclip,lock pick,366,lock pick,lock pick,2.5,4,,
NAT202402,30137,paperclip,lock pick,367,lock pick,lock pick,2.5,4,,
NAT202402,30157,paperclip,lock pick,368,lock pick,lock pick,2.5,4,,
NAT202402,30178,paperclip,lock pick,369,lock pick,lock pick,2.5,4,,
NAT202402,30199,paperclip,lock pick,370,lock pick,lock pick,2.5,4,,
NAT202402,30207,paperclip,lock pick,370,lock pick,lock pick,2.5,4,,
NAT202402,30218,paperclip,lock pick,371,lock pick,lock pick,2.5,4,,
NAT202402,30237,paperclip,lock pick,372,lock pick,lock pick,2.5,4,,
NAT202402,30257,paperclip,lock pick,373,lock pick,lock pick,2.5,4,,
NAT202402,30277,paperclip,lock pick,374,lock pick,lock pick,2.5,4,,
NAT202402,30297,paperclip,lock pick,375,lock pick,lock pick,2.5,4,,
NAT202402,30318,paperclip,lock pick,376,lock pick,lock pick,2.5,4,,
NAT202402,30337,paperclip,lock pick,377,lock pick,lock pick,2.5,4,,
NAT202402,30359,paperclip,lock pick,378,lock pick,lock pick,2.5,4,,
NAT202402,30379,paperclip,lock pick,379,lock pick,lock pick,2.5,4,,
NAT202402,30397,paperclip,lock pick,380,lock pick,lock pick,2.5,4,,
NAT202402,30419,paperclip,lock pick,381,lock pick,lock pick,2.5,4,,
NAT202402,30437,paperclip,lock pick,382,lock pick,lock pick,2.5,4,,
NAT202402,30465,paperclip,lock pick,383,lock pick,lock pick,2.5,4,,
NAT202402,30482,paperclip,lock pick,384,lock pick,lock pick,2.5,4,,
NAT202402,30497,paperclip,lock pick,385,lock pick,lock pick,2.5,4,,
NAT202402,30852,paperclip,lock pick,292,lock pick,lock pick,2.5,4,,
NAT202402,31131,paperclip,lock pick,306,lock pick,lock pick,2.5,4,,
NAT202402,31211,paperclip,lock pick,310,lock pick,lock pick,2.5,4,,
NAT202402,31651,paperclip,emergency lock pick,387,emergency lock pick,emergency lock pick,2.5,4,,
NAT202402,31667,paperclip,lockpick,388,lockpick,lockpick,2.5,4,,
NAT202402,31711,paperclip,emergency lock pick,390,emergency lock pick,emergency lock pick,2.5,4,,
NAT202402,31716,paperclip,makeshift lockpick,391,makeshift lockpick,makeshift lockpick,2.5,4,,
NAT202402,31747,paperclip,lockpick,392,lockpick,lockpick,2.5,4,,
NAT202402,31773,paperclip,lockpick,393,lockpick,lockpick,2.5,4,,
NAT202402,31793,paperclip,lockpick,394,lockpick,lockpick,2.5,4,,
NAT202402,31852,paperclip,lockpick,397,lockpick,lockpick,2.5,4,,
NAT202402,32051,paperclip,lock pick,407,lock pick,lock pick,2.5,4,,
NAT202402,32076,paperclip,makeshift lock pick,409,makeshift lock pick,makeshift lock pick,2.5,4,,
NAT202402,32123,paperclip,picking a lock,411,picking lock,picking lock,2,4,,
NAT202402,32226,paperclip,emergency lock pick,416,emergency lock pick,emergency lock pick,2.5,4,,
NAT202402,32271,paperclip,lockpick,418,lockpick,lockpick,2.5,4,,
NAT202402,32351,paperclip,lockpick,422,lockpick,lockpick,2.5,4,,
NAT202402,32389,paperclip,lockpick,424,lockpick,lockpick,2.5,4,,
NAT202402,32404,paperclip,lock pick,425,lock pick,lock pick,2.5,4,,
NAT202402,32461,paperclip,makeshift lockpick,428,makeshift lockpick,makeshift lockpick,2.5,4,,
NAT202402,32485,paperclip,doorstop,429,doorstop,doorstop,2.5,2,,
NAT202402,32608,paperclip,lock pick,435,lock pick,lock pick,2.5,4,,
NAT202402,32632,paperclip,lockpick,436,lockpick,lockpick,2.5,4,,
NAT202402,32692,paperclip,lockpick,439,lockpick,lockpick,2.5,4,,
NAT202402,33178,paperclip,doorstop,464,doorstop,doorstop,2.5,2,,
NAT202402,33515,paperclip,pick locks,481,pick locks,pick locks,2,4,,
NAT202402,33749,paperclip,pick lock,493,pick lock,pick lock,2,4,,
NAT202402,24077,paperclip,binder clip,1,binder clip,binder clip,1,5,,
NAT202402,24089,paperclip,staple remover,1,staple remover,staple remover,2,4,,
NAT202402,24096,paperclip,binder clip,2,binder clip,binder clip,1,5,,
NAT202402,24108,paperclip,staple remover,2,staple remover,staple remover,2,4,,
NAT202402,24115,paperclip,binder clip,3,binder clip,binder clip,1,5,,
NAT202402,24127,paperclip,staple remover,3,staple remover,staple remover,2,4,,
NAT202402,24134,paperclip,binder clip,4,binder clip,binder clip,1,5,,
NAT202402,24146,paperclip,staple remover,4,staple remover,staple remover,2,4,,
NAT202402,24153,paperclip,binder clip,5,binder clip,binder clip,1,5,,
NAT202402,24165,paperclip,staple remover,5,staple remover,staple remover,2,4,,
NAT202402,24172,paperclip,binder clip,6,binder clip,binder clip,1,5,,
NAT202402,24191,paperclip,binder clip,7,binder clip,binder clip,1,5,,
NAT202402,24374,paperclip,staple remover,16,staple remover,staple remover,2,4,,
NAT202402,24381,paperclip,binder clip,17,binder clip,binder clip,1,5,,
NAT202402,24430,paperclip,staple remover,19,staple remover,staple remover,2,4,,
NAT202402,24438,paperclip,binder clip,20,binder clip,binder clip,1,5,,
NAT202402,24458,paperclip,binder clip,21,binder clip,binder clip,1,5,,
NAT202402,24486,paperclip,binder clip,22,binder clip,binder clip,1,5,,
NAT202402,24524,paperclip,binder clip,24,binder clip,binder clip,1,5,,
NAT202402,24590,paperclip,binder clip,28,binder clip,binder clip,1,5,,
NAT202402,24622,paperclip,binder clip,29,binder clip,binder clip,1,5,,
NAT202402,24639,paperclip,staple remover,30,staple remover,staple remover,2,4,,
NAT202402,24668,paperclip,binder clip,32,binder clip,binder clip,1,5,,
NAT202402,24678,paperclip,staple remover,32,staple remover,staple remover,2,4,,
NAT202402,24697,paperclip,staple remover,33,staple remover,staple remover,2,4,,
NAT202402,24714,paperclip,staple replacement,34,staple replacement,staple replacement,2,5,,
NAT202402,24787,paperclip,bottle cap opener,38,bottle cap opener,bottle cap opener,2.5,4,,
NAT202402,24793,paperclip,staple remover,38,staple remover,staple remover,2,4,,
NAT202402,24836,paperclip,binder clip,41,binder clip,binder clip,1,5,,
NAT202402,24842,paperclip,can opener,41,can opener,can opener,2,4,,
NAT202402,24872,paperclip,bread tag remover,42,bread tag remover,bread tag remover,2.5,4,,
NAT202402,24896,paperclip,binder clip,44,binder clip,binder clip,1,5,,
NAT202402,24934,paperclip,bread tag holder,45,bread tag holder,bread tag holder,2.5,5,,
NAT202402,24947,paperclip,staple remover,46,staple remover,staple remover,2,4,,
NAT202402,24995,paperclip,binder clip,49,binder clip,binder clip,1,5,,
NAT202402,25031,paperclip,binder clip,51,binder clip,binder clip,1,5,,
NAT202402,25053,paperclip,binder,52,binder,binder,1,5,,
NAT202402,25061,paperclip,staple maker,52,staple maker,staple maker,2,2,,
NAT202402,25071,paperclip,binder clip,53,binder clip,binder clip,1,5,,
NAT202402,25090,paperclip,binder clip,54,binder clip,binder clip,1,5,,
NAT202402,25098,paperclip,staple remover,54,staple remover,staple remover,2,4,,
NAT202402,25111,paperclip,binder clip,55,binder clip,binder clip,1,5,,
NAT202402,26148,paperclip,unlatching latches,111,unlatching latches,unlatching latches,2,3,,
NAT202402,26168,paperclip,unlatching latches,112,unlatching latches,unlatching latches,2,3,,
NAT202402,26188,paperclip,unlatching latches,113,unlatching latches,unlatching latches,2,3,,
NAT202402,26208,paperclip,unlatching latches,114,unlatching latches,unlatching latches,2,3,,
NAT202402,26228,paperclip,unlatching latches,115,unlatching latches,unlatching latches,2,3,,
NAT202402,26248,paperclip,unlatching latches,116,unlatching latches,unlatching latches,2,3,,
NAT202402,26268,paperclip,unlatching doors,117,unlatching doors,unlatching doors,2,3,,
NAT202402,26269,paperclip,removing stuck objects,117,removing stuck objects,removing stuck objects,2,4,,
NAT202402,26276,paperclip,opening jars,117,opening jars,opening jars,2.5,3,,
NAT202402,26277,paperclip,unscrewing stubborn screws,117,unscrewing stubborn screws,unscrewing stubborn screws,2.5,3,,
NAT202402,26279,paperclip,removing staples,117,removing staples,removing staples,1,4,,
NAT202402,26287,paperclip,unlatching doors,118,unlatching doors,unlatching doors,2,3,,
NAT202402,26288,paperclip,removing stuck objects,118,removing stuck objects,removing stuck objects,2,4,,
NAT202402,26307,paperclip,unlatching latches,119,unlatching latches,unlatching latches,2,3,,
NAT202402,26326,paperclip,unlatching doors,120,unlatching doors,unlatching doors,2,3,,
NAT202402,26350,paperclip,opening jars,121,opening jars,opening jars,2.5,3,,
NAT202402,26354,paperclip,unclogging faucets,121,unclogging faucets,unclogging faucets,3,4,,
NAT202402,26365,paperclip,unlatching latches,122,unlatching latches,unlatching latches,2,3,,
NAT202402,26387,paperclip,opening locked doors,123,opening locked doors,opening locked doors,2,4,,
NAT202402,26391,paperclip,unclogging pen,123,unclogging pen,unclogging pen,2.5,4,,
NAT202402,26416,paperclip,binder-organizing,124,binderorganizing,binderorganizing,1,5,,
NAT202402,26423,paperclip,unlatching latches,125,unlatching latches,unlatching latches,2,3,,
NAT202402,26442,paperclip,tightening screws,126,tightening screws,tightening screws,2.5,3,,
NAT202402,26444,paperclip,opening locked doors,126,opening locked doors,opening locked doors,2,4,,
NAT202402,26450,paperclip,removing staples,126,removing staples,removing staples,1,4,,
NAT202402,26462,paperclip,unlatching,127,unlatching,unlatching,2,3,,
NAT202402,26489,paperclip,binder-closing,128,binderclosing,binderclosing,1,5,,
NAT202402,26500,paperclip,unlatching doors,129,unlatching doors,unlatching doors,2,3,,
NAT202402,26501,paperclip,removing stuck keys,129,removing stuck keys,removing stuck keys,2,4,,
NAT202402,26519,paperclip,unlatching latches,130,unlatching latches,unlatching latches,2,3,,
NAT202402,26521,paperclip,opening jars,130,opening jars,opening jars,2.5,3,,
NAT202402,26539,paperclip,unlatch latches,131,unlatch latches,unlatch latches,2,3,,
NAT202402,26540,paperclip,open jars,131,open jars,open jars,2.5,3,,
NAT202402,26546,paperclip,binder clip alternative,131,binder clip alternative,binder clip alternative,2,5,,
NAT202402,26559,paperclip,binder-clasping,132,binderclasping,binderclasping,1,5,,
NAT202402,26584,paperclip,bottle-opener,133,bottleopener,bottleopener,2.5,4,,
NAT202402,26585,paperclip,binder-closure,133,binderclosure,binderclosure,1,5,,
NAT202402,26597,paperclip,unlatch latches,134,unlatch latches,unlatch latches,2,3,,
NAT202402,26603,paperclip,unscrew stuck screws,134,unscrew stuck screws,unscrew stuck screws,2.5,3,,
NAT202402,26614,paperclip,unlatching doors,135,unlatching doors,unlatching doors,2,3,,
NAT202402,26625,paperclip,opening tight jar lids,135,opening tight jar lids,opening tight jar lids,2.5,3,,
NAT202402,26629,paperclip,prying open stuck objects,135,prying open stuck objects,prying open stuck objects,2,4,,
NAT202402,26654,paperclip,unlatching doors,137,unlatching doors,unlatching doors,2,3,,
NAT202402,26656,paperclip,removing stuck keys,137,removing stuck keys,removing stuck keys,2,3,,
NAT202402,26663,paperclip,opening jars,137,opening jars,opening jars,2.5,3,,
NAT202402,26672,paperclip,opening locked doors,138,opening locked doors,opening locked doors,2,4,,
NAT202402,26702,paperclip,unsticking stuck items,139,unsticking stuck items,unsticking stuck items,2,4,,
NAT202402,26714,paperclip,removing stuck objects,140,removing stuck objects,removing stuck objects,2,4,,
NAT202402,26718,paperclip,opening locked doors,140,opening locked doors,opening locked doors,2,4,,
NAT202402,26721,paperclip,unclogging pen,140,unclogging pen,unclogging pen,2.5,4,,
NAT202402,26726,paperclip,tightening loose screws,140,tightening loose screws,tightening loose screws,2.5,3,,
NAT202402,26761,paperclip,binder clip replacement,142,binder clip replacement,binder clip replacement,2,5,,
NAT202402,26772,paperclip,opening locked doors,143,opening locked doors,opening locked doors,2,4,,
NAT202402,26773,paperclip,removing stuck objects,143,removing stuck objects,removing stuck objects,2,4,,
NAT202402,26793,paperclip,opening locked doors,144,opening locked doors,opening locked doors,2,4,,
NAT202402,26794,paperclip,unclogging faucets,144,unclogging faucets,unclogging faucets,3,4,,
NAT202402,26804,paperclip,bottle opener,144,bottle opener,bottle opener,2.5,4,,
NAT202402,26810,paperclip,opening locked doors,145,opening locked doors,opening locked doors,2,4,,
NAT202402,26821,paperclip,removing staples,145,removing staples,removing staples,1,4,,
NAT202402,26837,paperclip,tightening screws,146,tightening screws,tightening screws,2.5,3,,
NAT202402,26869,paperclip,unlatching doors,148,unlatching doors,unlatching doors,2,3,,
NAT202402,26870,paperclip,removing stuck keys,148,removing stuck keys,removing stuck keys,2,4,,
NAT202402,26871,paperclip,opening jars,148,opening jars,opening jars,2.5,5,,
NAT202402,26896,paperclip,opening bottles,149,opening bottles,opening bottles,2,4,,
NAT202402,26897,paperclip,tightening screws,149,tightening screws,tightening screws,2.5,3,,
NAT202402,26899,paperclip,unclogging holes,149,unclogging holes,unclogging holes,2.5,4,,
NAT202402,26909,paperclip,unclogging ink cartridges,150,unclogging ink cartridges,unclogging ink cartridges,2.5,4,,
NAT202402,26910,paperclip,opening bottles,150,opening bottles,opening bottles,2,4,,
NAT202402,26911,paperclip,unsticking drawers,150,unsticking drawers,unsticking drawers,2,3,,
NAT202402,26928,paperclip,unlatching latches,151,unlatching latches,unlatching latches,2,3,,
NAT202402,26930,paperclip,opening jars,151,opening jars,opening jars,2.5,3,,
NAT202402,26941,paperclip,removing staples,151,removing staples,removing staples,1,4,,
NAT202402,26952,paperclip,open tight jars,152,open tight jars,open tight jars,2.5,3,,
NAT202402,26975,paperclip,fastening bags shut,153,fastening bags shut,fastening bags shut,2,5,,
NAT202402,26978,paperclip,opening jammed jars,153,opening jammed jars,opening jammed jars,2.5,3,,
NAT202402,26990,paperclip,remove tight screws,154,remove tight screws,remove tight screws,2.5,3,,
NAT202402,27007,paperclip,unclogging printer,155,unclogging printer,unclogging printer,2.5,4,,
NAT202402,27014,paperclip,prying open jars,155,prying open jars,prying open jars,2.5,3,,
NAT202402,27031,paperclip,open soda can,156,open soda,open soda,2,3,,
NAT202402,27036,paperclip,open jammed jar,156,open jammed jar,open jammed jar,2.5,3,,
NAT202402,27047,paperclip,open jars/bottles,157,open jarsbottles,open jarsbottles,2.5,3,,
NAT202402,27060,paperclip,close bags/packages,157,close bagspackages,close bagspackages,2,5,,
NAT202402,27063,paperclip,opening stuck doors,158,opening stuck doors,opening stuck doors,2,4,,
NAT202402,27096,paperclip,opening jars,159,opening jars,opening jars,2.5,3,,
NAT202402,27104,paperclip,unclogging stapler,160,unclogging stapler,unclogging stapler,2.5,4,,
NAT202402,27126,paperclip,open jam jars,161,open jam jars,open jam jars,2.5,3,,
NAT202402,27147,paperclip,bottle opener,162,bottle opener,bottle opener,2.5,4,,
NAT202402,27172,paperclip,scissors clog unclogger,163,scissors clog unclogger,scissors clog unclogger,3,4,,
NAT202402,27178,paperclip,removing trapped objects,164,removing trapped objects,removing trapped objects,2,4,,
NAT202402,27186,paperclip,opening bottles,164,opening bottles,opening bottles,2,4,,
NAT202402,27200,paperclip,open closed jars,165,open closed jars,open closed jars,2.5,3,,
NAT202402,27206,paperclip,toggle stuck switches,165,toggle stuck switches,toggle stuck switches,2.5,3,,
NAT202402,27219,paperclip,binder repair,166,binder repair,binder repair,2,3,,
NAT202402,27231,paperclip,staple remover,166,staple remover,staple remover,2,4,,
NAT202402,27239,paperclip,binder hole repair,167,binder hole repair,binder hole repair,2.5,3,,
NAT202402,27251,paperclip,staple remover,167,staple remover,staple remover,2,4,,
NAT202402,27259,paperclip,binder hole repair,168,binder hole repair,binder hole repair,2.5,3,,
NAT202402,27271,paperclip,staple remover,168,staple remover,staple remover,2,4,,
NAT202402,27279,paperclip,binder hole repair,169,binder hole repair,binder hole repair,2.5,3,,
NAT202402,27291,paperclip,staple remover,169,staple remover,staple remover,2,4,,
NAT202402,27299,paperclip,binder repair,170,binder repair,binder repair,2,3,,
NAT202402,27311,paperclip,staple remover,170,staple remover,staple remover,2,4,,
NAT202402,27318,paperclip,binder clip,171,binder clip,binder clip,1,5,,
NAT202402,27331,paperclip,staple remover,171,staple remover,staple remover,2,4,,
NAT202402,27355,paperclip,paper clip staple remover,172,paper clip staple remover,paper clip staple remover,2,4,,
NAT202402,27359,paperclip,binder repair,173,binder repair,binder repair,2,3,,
NAT202402,27369,paperclip,staple remover,173,staple remover,staple remover,2,4,,
NAT202402,27379,paperclip,binder repair,174,binder repair,binder repair,2,3,,
NAT202402,27395,paperclip,staple remover,174,staple remover,staple remover,2,4,,
NAT202402,27407,paperclip,staple remover,175,staple remover,staple remover,2,4,,
NAT202402,27419,paperclip,binder hole repair,176,binder hole repair,binder hole repair,2.5,3,,
NAT202402,27423,paperclip,staple remover,176,staple remover,staple remover,2,4,,
NAT202402,27437,paperclip,binder clip,177,binder clip,binder clip,1,5,,
NAT202402,27450,paperclip,staple remover,177,staple remover,staple remover,2,4,,
NAT202402,27458,paperclip,binder hole repair,178,binder hole repair,binder hole repair,2.5,3,,
NAT202402,27470,paperclip,staple remover,178,staple remover,staple remover,2,4,,
NAT202402,27477,paperclip,binder clip,179,binder clip,binder clip,1,5,,
NAT202402,27514,paperclip,staple remover,180,staple remover,staple remover,2,4,,
NAT202402,27519,paperclip,binder repair,181,binder repair,binder repair,2,3,,
NAT202402,27522,paperclip,staple remover,181,staple remover,staple remover,2,4,,
NAT202402,27549,paperclip,staple remover,182,staple remover,staple remover,2,4,,
NAT202402,27559,paperclip,binder clip,183,binder clip,binder clip,1,5,,
NAT202402,27573,paperclip,staple remover,183,staple remover,staple remover,2,4,,
NAT202402,27602,paperclip,binder clip,185,binder clip,binder clip,1,5,,
NAT202402,27608,paperclip,staple remover,185,staple remover,staple remover,2,4,,
NAT202402,27625,paperclip,staple remover,186,staple remover,staple remover,2,4,,
NAT202402,27652,paperclip,hold staples in stapler,187,hold staples stapler,hold staples stapler,1,2,,
NAT202402,27658,paperclip,binder,188,binder,binder,1,5,,
NAT202402,27674,paperclip,staple remover,188,staple remover,staple remover,2,4,,
NAT202402,27698,paperclip,binder repair,190,binder repair,binder repair,2,3,,
NAT202402,27711,paperclip,staple remover,190,staple remover,staple remover,2,4,,
NAT202402,27734,paperclip,staple remover,191,staple remover,staple remover,2,4,,
NAT202402,27748,paperclip,staple remover,192,staple remover,staple remover,2,4,,
NAT202402,27771,paperclip,staple remover,193,staple remover,staple remover,2,4,,
NAT202402,27788,paperclip,staple remover,194,staple remover,staple remover,2,4,,
NAT202402,27821,paperclip,hold staples in place,196,hold staples place,hold staples place,1,4,,
NAT202402,27879,paperclip,binder hole repair,199,binder hole repair,binder hole repair,2.5,3,,
NAT202402,27930,paperclip,bottle cap lifter,201,bottle cap lifter,bottle cap lifter,2.5,3,,
NAT202402,27935,paperclip,staple remover,201,staple remover,staple remover,2,4,,
NAT202402,27937,paperclip,binder clip,202,binder clip,binder clip,1,5,,
NAT202402,27963,paperclip,staple remover,203,staple remover,staple remover,2,4,,
NAT202402,27969,paperclip,corkscrew,203,corkscrew,corkscrew,3,2,,
NAT202402,28014,paperclip,staple remover,205,staple remover,staple remover,2,4,,
NAT202402,28025,paperclip,staple remover,206,staple remover,staple remover,2,4,,
NAT202402,28045,paperclip,jar lid opener,207,jar lid opener,jar lid opener,2.5,3,,
NAT202402,28048,paperclip,unbend stapler,207,unbend stapler,unbend stapler,2,2,,
NAT202402,28067,paperclip,staple remover,208,staple remover,staple remover,2,4,,
NAT202402,28168,paperclip,replace missing staple in paper,213,replace missing staple paper,replace missing staple paper,1,5,,
NAT202402,28194,paperclip,staple remover,214,staple remover,staple remover,2,4,,
NAT202402,28235,paperclip,staple remover,217,staple remover,staple remover,2,4,,
NAT202402,28276,paperclip,binder clip,219,binder clip,binder clip,1,5,,
NAT202402,28300,paperclip,bread ties,220,bread ties,bread ties,2.5,5,,
NAT202402,28340,paperclip,chip bag sealer,222,chip bag sealer,chip bag sealer,2,5,,
NAT202402,28420,paperclip,chip bag sealer,226,chip bag sealer,chip bag sealer,2,5,,
