response_id,research_id,respondent_id,object,translated_response,originality_rater02,utility_rater02,originality_rater01,utility_rater01
454,CEG202631,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,can,be used as a vase for flowers,3,4,3,4
455,CEG202632,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,can,be used as a pen holder,2,5,2,5
456,CEG202633,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,can,be used as a coin bank,2,5,2,5
457,CEG202634,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,can,be turned into a wind chime,3,3,3,3
458,CEG202635,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,can,small planter for herbs or succulents,3,4,3,5
459,CEG202636,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,can,Use a tin can to create a DIY candle holder or tea light holder,2,4,2,4
460,CEG202637,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,can,Make a mini pinata out of a tin can ‚Äì perfect for parties or decoration!,NA,NA,4,3
461,CEG202638,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,can,Decorate a tin can and use it as cute storage for pens pencils,2,5,2,5
462,CEG202639,cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,can,Create a fun wind chime by painting and decorating tin cans of different sizes then punching holes in the top and bottom of each can. Suspend them from string or wire at different lengths to create unique tones,3,3,3,3
463,CEG202640,cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,can,Make a mini pinata by filling a small tin can with candy then covering the opening with paper and securing it with tape or glue,NA,NA,4,3
464,CEG202641,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,can,Make a wind chime out of a tin can and some string,3,3,3,3
465,CEG202642,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,can,plant holder by painting it and adding drainage holes,3,4,3,4
466,CEG202643,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,can,Use a tin can as a pencil holder on your desk,2,5,2,5
467,CEG202644,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,can,Make a mini trash can out of a tin can by decorating it and adding a lid,2,4,2,4
468,CEG202645,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,can,Create art by,3,3,3,3
469,CEG202646,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,can,could be used as a vase for flowers,3,4,3,4
470,CEG202647,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,can,a container for paintbrushes,2,5,2,5
471,CEG202648,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,can,could be used to hold pencils or pens on a desk,2,5,2,5
472,CEG202649,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,can,a planter for small plants or herbs,3,4,3,4
473,CEG202650,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,can,could be used to store coins,2,5,2,5
474,CEG202651,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,can,could be used as a vase,3,4,3,4
475,CEG202652,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,can,could be used as a container for pens and pencils,2,5,2,5
476,CEG202653,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,can,could be used as a coin bank,2,5,2,5
477,CEG202654,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,can,could be used to hold keys,2,5,2,5
478,CEG202655,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,can,could be used as a paperweight,3,4,3,4
480,CEG202656,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,can,Make a wind chime out of a tin can and some string,3,3,3,3
481,CEG202657,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,can,Use a tin can as a plant pot,3,4,3,4
482,CEG202658,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,can,pencil holder,2,5,2,5
483,CEG202659,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,can,Upcycle a tin can into a vase or candle holder,2,4,2,4
484,CEG202660,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,can,Make your own mini trash can out of an old tin can,2,5,2,5
485,CEG202661,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,can,Create illuminated lantern,NA,NA,3,4
486,CEG202662,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,can opener,NA,NA,3,2
487,CEG202663,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,colander,NA,NA,4,3
488,CEG202664,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,candle holder,2,4,3,5
489,CEG202665,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,vase,NA,NA,3,5
490,CEG202666,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,pen holder,2,5,2,5
491,CEG202667,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,An ashtray,2,5,2,5
492,CEG202668,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,bird feeder,NA,NA,3,4
493,CEG202669,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,wind chime,NA,NA,4,3
494,CEG202670,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,can,planter,NA,NA,3,5
495,CEG202671,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,can,planter for small plants or herbs,3,4,3,5
496,CEG202672,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,can,Cut the top off of a tin can and use it as a pencil holder on your desk,2,5,2,5
497,CEG202673,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,can,Use a tin can as a vase for fresh flowers,3,4,3,4
498,CEG202674,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,can,Make a wind chime out of old tin cans and some string or wire,3,3,3,3
499,CEG202675,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,can,Turn,NA,NA,1,3
500,CEG202676,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,can,vase,NA,NA,3,5
501,CEG202677,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,can,make a wind chime,3,3,3,3
502,CEG202678,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,can,planter,NA,NA,3,5
503,CEG202679,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,can,bird feeder,NA,NA,3,4
504,CEG202680,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,can,hold pencils or pens on a desk,2,5,2,5
505,CEG202681,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,book,door stop,NA,NA,2,5
506,CEG202682,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,book,start a fire in an emergency situation,NA,NA,2,4
507,CEG202683,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,book,paperweight,NA,NA,2,5
508,CEG202684,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,book,prop up a table or chair leg that is wobbling,2,4,3,4
509,CEG202685,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,book,coaster for drinks to protect,NA,NA,2,5
510,CEG202686,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,book,doorstop,NA,NA,2,5
511,CEG202687,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,book,prop up a wobbly table,NA,NA,3,4
512,CEG202688,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,book,paperweight,NA,NA,2,5
513,CEG202689,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,book,make a papier-mâché mask,NA,NA,3,3
513,CEG202690,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,book,make a papier-mache mask,NA,NA,3,3
514,CEG202691,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,book,cut up and made into a collage,NA,NA,2,5
515,CEG202692,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,book,door stop,NA,NA,2,5
516,CEG202693,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,book,hold up a table leg,2,4,3,4
517,CEG202694,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,book,coaster for your beverage,NA,NA,2,5
518,CEG202695,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,book,fan yourself on a hot day,NA,NA,3,5
519,CEG202696,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,book,weight to keep paper from flying away in the wind,NA,NA,2,5
520,CEG202697,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Bookend,NA,NA,2,4
521,CEG202698,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Doorstop,NA,NA,2,5
522,CEG202699,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Paperweight,NA,NA,2,5
523,CEG202700,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Decoration,NA,NA,2,4
524,CEG202701,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Cat bed/house,NA,NA,4,3
525,CEG202702,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Dog house/kennel,NA,NA,5,3
526,CEG202703,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Bird house,NA,NA,5,3
527,CEG202704,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Planter,NA,NA,5,2
528,CEG202705,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,book,Halloween decoration,NA,NA,2,3
529,CEG202706,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,book,doorstop,NA,NA,2,5
530,CEG202707,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,book,prop up a wobbly table,NA,NA,3,4
531,CEG202708,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,book,paperweight,NA,NA,2,5
532,CEG202709,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,book,make a papier-mâché sculpture,NA,NA,3,3
532,CEG202710,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,book,make a papier-mache sculpture,NA,NA,3,3
533,CEG202711,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,book,used as fuel for a bonfire,NA,NA,2,4
534,CEG202712,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,paperweight,NA,NA,2,5
535,CEG202713,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,prop up a table leg,NA,NA,3,4
536,CEG202714,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,use as a doorstop,NA,NA,2,5
537,CEG202715,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,birdhouse,NA,NA,5,3
538,CEG202716,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,carve into a sculpture,NA,NA,4,3
539,CEG202717,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,As part of a piñata,NA,NA,5,4
539,CEG202718,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,As part of a pinata,NA,NA,5,4
540,CEG202719,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,As fuel for a fire,NA,NA,2,4
541,CEG202720,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,book,line the bottom of a birdcage,NA,NA,4,4
543,CEG202721,cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH,book,doorstop,NA,NA,2,5
544,CEG202722,cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH,book,keep a table level,NA,NA,3,4
545,CEG202723,cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH,book,help with balance when doing Yoga or Pilates,3,5,4,5
546,CEG202724,cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH,book,stacked and used as a makeshift stool or end table,NA,NA,3,3
548,CEG202725,cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4,book,door stop,NA,NA,2,5
549,CEG202726,cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4,book,paperweight,NA,NA,2,5
550,CEG202727,cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4,book,prop up a wobbly table or chair,2,4,3,4
551,CEG202728,cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4,book,make a makeshift stool or step stool,3,3,3,4
552,CEG202729,cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4,book,can,NA,NA,4,1
553,CEG202730,cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy,book,doorstop,NA,NA,2,5
554,CEG202731,cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy,book,prop up a wobbly table,NA,NA,3,4
555,CEG202732,cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy,book,keep your computer screen from getting scratched,4,2,4,1
556,CEG202733,cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy,book,makes a great paperweight,NA,NA,2,5
557,CEG202734,cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy,book,fan yourself on a hot day,NA,NA,3,5
559,CEG202735,cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1,book,can make a great doorstop,NA,NA,2,5
560,CEG202736,cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1,book,If you're craftyyou can turn an old book into a unique journal.,NA,NA,2,4
561,CEG202737,cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1,book,Don't have a coaster? No problem! Use a book instead,NA,NA,2,5
562,CEG202738,cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1,book,can also be used as a paperweight to keep your papers from blowing away,NA,NA,1,5
563,CEG202739,cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1,book,Tired of traditional placecards,NA,NA,4,3
564,CEG202740,cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz,book,doorstop,NA,NA,2,5
565,CEG202741,cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz,book,prop up a wobbly table,NA,NA,3,4
566,CEG202742,cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz,book,kill spider,NA,NA,1,5
567,CEG202743,cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz,book,paperweight,NA,NA,2,5
568,CEG202744,cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz,book,start a fire in an emergency situation,NA,NA,2,4
569,CEG202745,cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz,book,can,NA,NA,4,1
570,CEG202746,cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A,book,Make a book into a lampshade,NA,NA,4,3
571,CEG202747,cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A,book,Use old books as wall decor in your home,NA,NA,2,4
572,CEG202748,cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A,book,jewelry box,NA,NA,5,3
573,CEG202749,cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A,book,Make a purse out of an old book,NA,NA,5,3
574,CEG202750,cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A,book,Create a memory box by decoupaging an old book with photos and mementos,NA,NA,3,4
575,CEG202751,cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A,book,Cover the top of a coffee table,NA,NA,2,4
576,CEG202752,cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC,book,Using book as doorstop,NA,NA,2,5
577,CEG202753,cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC,book,Tearing out pages of a book to use as confetti,NA,NA,3,4
578,CEG202754,cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC,book,Making paper airplanes out of pages of book,2,5,2,5
579,CEG202755,cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC,book,Creating a sculpture by stacking books in an interesting way,NA,NA,4,4
580,CEG202756,cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC,book,Building a fort by surrounding yourself with stacked books,NA,NA,4,3
579,CEG202754,cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC,book,coloring on pages of book,NA,NA,1,5
581,CEG202757,cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC,book,Drawing on pages of book,NA,NA,1,5
582,CEG202758,cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc,book,doorstop,NA,NA,2,5
583,CEG202759,cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc,book,prop up a table or other surface,NA,NA,3,4
584,CEG202760,cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc,book,paperweight,NA,NA,2,5
585,CEG202761,cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc,book,stacked and arranged to create interesting sculptures or shapes,NA,NA,3,4
586,CEG202762,cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc,book,cut open and its pages used as wrapping paper or for other crafts,NA,NA,3,4
587,CEG202763,cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1,book,doorstop,NA,NA,2,5
588,CEG202764,cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1,book,level a table or shelf,2,4,3,4
589,CEG202765,cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1,book,paperweight,NA,NA,2,5
590,CEG202766,cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1,book,prop up window or door,NA,NA,2,5
591,CEG202767,cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1,book,make artsuch as by decoupaging it onto another surface,NA,NA,2,4
592,CEG202768,cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V,book,Turn it into a piece of art by painting or drawing on the cover,NA,NA,2,4
593,CEG202769,cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V,book,Use it as doorstop,NA,NA,2,5
594,CEG202770,cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V,book,Decorate with it by wrapping it in pretty paper and ribbon,NA,NA,2,4
595,CEG202771,cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V,book,Cut out images from pages to make collage,NA,NA,2,5
596,CEG202772,cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V,book,Make a mobile out of old books by hanging them from the ceiling with string or wire,NA,NA,5,3
597,CEG202773,cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz,book,Make a lamp shade out of an old book,NA,NA,4,3
598,CEG202774,cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz,book,Cut out the pages of an old book and use them as coasters,NA,NA,3,4
599,CEG202775,cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz,book,Use old book as door stop,NA,NA,2,5
600,CEG202776,cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz,book,Stack a few books together to use as a makeshift stool or table,NA,NA,3,3
601,CEG202777,cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz,book,Tear out the pages of an old book and use them as wall art or,NA,NA,3,4
602,CEG202778,cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi,book,door stop,NA,NA,2,5
603,CEG202779,cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi,book,start a fire,NA,NA,2,4
604,CEG202780,cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi,book,make paper airplanes,NA,NA,2,4
605,CEG202781,cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi,book,coaster for your beverage,NA,NA,2,5
606,CEG202782,cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi,book,given as gift even if you haven't read it yet!,NA,NA,1,5
608,CEG202783,cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj,fork,back scratcher,2,5,2,5
609,CEG202784,cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj,fork,remove lint from clothing,2,5,2,5
610,CEG202785,cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj,fork,toothpick,2,4,3,4
611,CEG202786,cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj,fork,apply makeupsuch as mascara or lipstick.,3,2,3,2
612,CEG202787,cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj,fork,style hairsuch as in braids or upd,2,4,2,4
613,CEG202788,cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8,fork,Use a fork to eat cake without getting your hands dirty,1,5,1,5
614,CEG202789,cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8,fork,Stick a fork in an electrical outlet to see if it's still working,3,3,3,3
615,CEG202790,cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8,fork,Use a fork to test the doneness of meat,1,5,1,5
616,CEG202791,cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8,fork,Hold a fork like a microphone and give impromptu speeches,3,4,3,4
617,CEG202792,cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8,fork,Juggle forks with friends for entertainment,3,3,3,3
618,CEG202793,cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8,fork,Make music with,3,4,3,4
619,CEG202794,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Fork as a bookmark,2,5,2,5
620,CEG202795,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Use fork to apply makeup,3,2,3,2
621,CEG202796,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Paint with a fork,3,2,3,2
622,CEG202797,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Draw with a fork,3,3,3,3
623,CEG202798,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Eat an entire meal with a fork,1,4,1,4
624,CEG202799,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Cook with a fork,1,5,1,5
625,CEG202800,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Clean with a fork,2,3,2,3
626,CEG202801,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Decorate with a fork,2,4,2,4
627,CEG202802,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Play music with a fork,3,3,3,3
628,CEG202803,cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5,fork,Use as a utensil,1,5,1,5
629,CEG202804,cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh,fork,Use a fork to eat soup without making a mess,2,3,2,3
630,CEG202805,cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh,fork,Stick a fork in your hair to hold it back while you cook,2,4,2,4
631,CEG202806,cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh,fork,Use a fork to play the drums,3,4,3,4
632,CEG202807,cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh,fork,Use a fork to open a bottle of beer,2,4,2,4
633,CEG202808,cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh,fork,Use a fork as a bookmark in your favorite book,2,5,2,5
634,CEG202809,cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh,fork,Stick a few forks in the ground,2,5,2,5
635,CEG202810,cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr,fork,Pick up leaves with a fork,2,5,2,5
636,CEG202811,cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr,fork,Make a mini garden rake,2,4,2,4
637,CEG202812,cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr,fork,Scrape the bottom of your shoes with a fork,2,5,2,5
638,CEG202813,cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr,fork,Get lint out of your clothes with a fork,2,5,2,5
639,CEG202814,cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr,fork,Curl your hair with a fork (tines facing in),2,4,2,4
640,CEG202815,cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr,fork,Use as chopsticks!,2,4,2,4
641,CEG202816,cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr,fork,Eat spaghetti like Lady,1,5,1,5
642,CEG202817,cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ,fork,Use a fork to eat your cereal instead of a spoon,1,5,1,5
643,CEG202818,cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ,fork,Stick a fork in an electrical outlet to see if it's still working,3,3,3,3
644,CEG202819,cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ,fork,Use a fork as a comb for your hair,2,4,2,4
645,CEG202820,cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ,fork,Use a fork to play the piano,3,3,3,3
646,CEG202821,cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ,fork,Stick forks into the ground to make garden markers,2,4,2,4
647,CEG202822,cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ,fork,Make wind chimes out of,3,3,3,3
648,CEG202823,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,Use a fork to eat soup without making a mess,2,3,2,3
649,CEG202824,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,Use a fork to stir your coffee or tea,1,5,1,5
650,CEG202825,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,Use a fork to eat yogurt without getting your hands messy,2,4,2,4
651,CEG202826,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,Use a fork to get the last bit of ketchup out of the bottle,2,4,2,4
652,CEG202827,cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj,fork,Use a fork to eat ice cream without dripping it all over yourself,2,5,2,5
653,CEG202828,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,eat foodof course!,1,5,1,5
654,CEG202829,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,play the forks - a musical instrument made by rubbing two metal forks together,3,4,3,4
655,CEG202830,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,hold back your hair while you're washing your face,2,4,2,4
656,CEG202831,cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj,fork,dig in the dirt - great for small planting jobs,2,5,2,5
658,CEG202832,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,bookmark,2,5,2,5
659,CEG202833,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,hold down a stack of papers,2,4,2,4
660,CEG202834,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,scrape dirt off your shoes,2,5,2,5
661,CEG202835,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,pick up small objects like coins or beads,2,5,2,5
662,CEG202836,cmpl-59yQp1CEjEldmRnr4EScobvJeZK62,fork,hairpin or bobby pin,2,4,2,4
663,CEG202837,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,Use a fork to comb your hair,2,4,2,4
664,CEG202838,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,Use a fork as a toothpick,2,4,2,4
665,CEG202839,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,Stick a fork in an electrical outlet to see if it's still working,3,3,3,3
666,CEG202840,cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6,fork,Use a fork to pick up small items like paperclips or coins off the floor,2,4,2,4
668,CEG202841,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,back scratcher,2,5,2,5
669,CEG202842,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,pick up small items like coins or beads,2,5,2,5
670,CEG202843,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,fluff up a pillow,3,4,3,4
671,CEG202844,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,mix paints together,2,5,2,5
672,CEG202845,cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg,fork,hairpin or hair tie,2,4,2,4
673,CEG202846,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,stir a drink,1,5,1,5
