research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01,originality_rater02,utility_rater02
NAT202401,12158,2912,brick,gebruiken als kunstobject,art object,art,2,3,,
NAT202401,12228,2913,brick,op schilderen,painting,painting,2,3,,
NAT202401,12233,2913,brick,kunstwerk maken',create work art,art work,2,3,,
NAT202401,12236,2913,brick,beeldhouwen,sculpt,sculpt,2,3,,
NAT202401,12367,2915,brick,beschilderen als kunstproject ,painting art project,art ,2,3,,
NAT202401,12513,2918,brick,als kunstobject,art object,art,2,3,,
NAT202401,12524,2918,brick,als verfpallet,paint pallet,paint pallet,3,4,,
NAT202401,12632,2919,brick,baksteen verven ,paint,paint,2,3,,
NAT202401,12709,2920,brick,als kunstvoorwerp,art object,art,2,3,,
NAT202401,12790,2922,brick,af bijtelen en tot een kunstwerk maken?,cut turn work art ,art work,2,3,,
NAT202401,12842,2923,brick,beschilderen,paint,paint,2,3,,
NAT202401,12851,2923,brick,er kunst van maken,make art,make art,2,3,,
NAT202401,12974,2927,brick,kunstwerk,artwork,artwork,2,3,,
NAT202401,12976,2927,brick,verven ,paint,paint,2,3,,
NAT202401,13088,2931,brick,de baksteen verven met verf ,paint paint,paint,2,3,,
NAT202401,13269,2933,brick,Beschilderen,Painting,painting,2,3,,
NAT202401,13374,2935,brick,Schilderen van bakstenen,Painting,paint,2,3,,
NAT202401,13378,2935,brick,Kunstmaken,Making art,art,2,3,,
NAT202401,13393,2935,brick,Inkleuren van baksteen,Coloring,color,1.4,3,,
NAT202401,13550,2938,brick,canvas om op te verven,canvas paint,canvas paint,2,3,,
NAT202401,13798,2941,brick,schilderen,paint,paint,2,3,,
NAT202401,14134,2946,brick,schilder ondergrond,paint surface,paint canvas,2,3,,
NAT202401,14198,2947,brick,ermee verven (doe er verf op en gebruik als kwast),paint,paint,2,3,,
NAT202401,14263,2949,brick,verven,paint,paint,2,3,,
NAT202401,14264,2949,brick,kunst maken,making art,art,2,3,,
NAT202401,14357,2950,brick,Beeldhouwen uit 1 baksteen,Sculpture 1,sculpture,2,3,,
NAT202401,14489,2952,brick,iets erin sculpteren,sculpt,sculpt,2,3,,
NAT202401,14573,2955,brick,Neerzetten als kunst,Depicting art,art,2,3,,
NAT202401,15203,2969,brick,"het geeft een kleur af, dus je kunt ermee tekenen",gives color  draw,draw and colour,2,3,,
NAT202401,15370,2972,brick,Als basis voor een kunstwerk,basis work art,art work,2,3,,
NAT202401,15371,2972,brick,baksteen verven tijdens pasen ipv eieren verven,painting Easter instead painting eggs,painting easter eggs,3,2,,
NAT202401,197,2660,paperclip,ketting of armband van paperclips maken ,make necklace bracelet paper clips,make necklace bracelet paper clips,2,4,,
NAT202401,478,2668,paperclip,Haat clip,Hate clip,clip,1,4,,
NAT202401,598,2672,paperclip,haarspeldje,hairclip,hairclip,2,4,,
NAT202401,1095,2677,paperclip,in je haren als haarspeldje,hair hair clip,hair clip,2,4,,
NAT202401,1382,2684,paperclip,gordijn van paperclips (zo eentje die je voor de deur hangt om doorheen te lopen),curtain made paper clips,curtain made paper clips,3,4,,
NAT202401,1505,2686,paperclip,bloem maken door allemaal paperclips aan elkaar vast te maken,Make flower attaching paper clips together,make flower attaching paper clips together,2,3,,
NAT202401,1508,2686,paperclip,paperclip ketting maken,making paper clip chain,making paper clip chain,1,4,,
NAT202401,2140,2696,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,2197,2697,paperclip,haarklem,hair clip,hair clip,2,4,,
NAT202401,2252,2698,paperclip,gebruiken als haarclip,hair clip,hair clip,2,4,,
NAT202401,2933,2708,paperclip,gebruiken als knijper,clip,clip,1,4,,
NAT202401,2938,2708,paperclip,gebruiken als haarspeldje,hair clip,hair clip,2,4,,
NAT202401,3022,2709,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,3062,2711,paperclip,geld clip,money clip,money clip,1.5,5,,
NAT202401,3065,2711,paperclip,voedselclip,food clip,food clip,2,4,,
NAT202401,3072,2711,paperclip,paperclip ketting (activiteit voor kinderen),paper clip chain,paper clip chain,1,4,,
NAT202401,3886,2725,paperclip,haarklem,hair clip,hair clip,2,4,,
NAT202401,3960,2726,paperclip,ketting van paperclips,chain paper clips,chain paper clips,1,4,,
NAT202401,4191,2731,paperclip,als haarclip gebruiken,hair clip,hair clip,2,4,,
NAT202401,4654,2746,paperclip,paperclips aan elkaar vastmaken,attach paper clips together,attach paper clips together,1,4,,
NAT202401,4655,2746,paperclip,haarclipje gebruiken,hair clip,hair clip,2,4,,
NAT202401,4813,2748,paperclip,een ketting maken van meerdere paperclips,make chain several paper clips,make chain several paper clips,1,4,,
NAT202401,4814,2748,paperclip,een armband maken van meerder paperclips,make bracelet several paper clips,make bracelet several paper clips,2,4,,
NAT202401,4870,2749,paperclip,de ronding van de paperclip gebruiken om kleine deeltjes mee op te schrapen,curve paper clip scrape small particles,curve paper clip scrape small particles,2,4,,
NAT202401,4959,2750,paperclip,andere paperclips bij elkaar houden,hold paper clips together,hold paper clips together,1,3,,
NAT202401,5063,2753,paperclip,een grote magneet en daar allemaal paperclips naar toe laten treken ,large magnet kinds paper clips drawn,large magnet kinds paper clips drawn,3,2,,
NAT202401,5065,2753,paperclip,een gezicht van paperclips maken ,make face paper clips,make face paper clips,2,3,,
NAT202401,5067,2753,paperclip,een klein standbeeld van paperclips maken,make small statue paper clips,make small statue paper clips,3,3,,
NAT202401,5118,2754,paperclip,haarspeldje,hairclip,hairclip,2,4,,
NAT202401,5284,2758,paperclip,je zou elke paperclip een bepaalde waarde kunne geven en het in plaats van geld gebruiken,could give paper clip certain value instead money,could give paper clip certain value instead money,3,4,,
NAT202401,5556,2762,paperclip,als haarspeldje,hair clip,hair clip,2,4,,
NAT202401,5653,2764,paperclip,paperclips aan elkaar rijgen tot ketting,string paper clips together form chain,string paper clips together form chain,2,4,,
NAT202401,5935,2771,paperclip,Haar clip,Hair clip,hair clip,2,4,,
NAT202401,6043,2774,paperclip,haarspeldje,hairclip,hairclip,2,4,,
NAT202401,6241,2778,paperclip,haarspeldje,hairclip,hairclip,2,4,,
NAT202401,6297,2779,paperclip,iets open maken met het puntje van de paperclip,open slightly tip paper clip,open slightly tip paper clip,1,4,,
NAT202401,6668,2786,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,6736,2787,paperclip,Om je haar vast te maken wanneer je geen klipje hebt,secure hair clip,secure hair clip,2,4,,
NAT202401,6853,2789,paperclip,als haarspeldje,hair clip,hair clip,2,4,,
NAT202401,7018,2792,paperclip,sliert van paperclips maken,make string paper clips,make string paper clips,2,4,,
NAT202401,7113,2793,paperclip,neusklem,nose clip,nose clip,2.5,3,,
NAT202401,7339,2796,paperclip,Meerdere paperclips aan elkaar hangen en er een ketting van maken,Hang several paper clips together make chain,hang several paper clips together make chain,2,4,,
NAT202401,7585,2805,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,7628,2808,paperclip,haarklem,hair clip,hair clip,2,4,,
NAT202401,7669,2810,paperclip,haar klipje ,clip,clip,1,4,,
NAT202401,7843,2814,paperclip,Gebruiken als haarspeldje,hair clip,hair clip,2,4,,
NAT202401,7908,2815,paperclip,een kunstzinnig object maken met veel paperclips,create artistic object many paper clips,create artistic object many paper clips,2,3,,
NAT202401,7910,2815,paperclip,speciale paperclips laten fungeren als knopen voor kleding (mode),make special paper clips function buttons clothing,make special paper clips function buttons clothing,3,5,,
NAT202401,7912,2815,paperclip,meerdere paperclips uit elkaar vouwen tot staaldraad en ze gebruiken om een verslag in te binden,fold several paper clips apart steel wire bind report,fold several paper clips apart steel wire bind report,3,3,,
NAT202401,8143,2819,paperclip,haarclipje,hair clip,hair clip,2,4,,
NAT202401,8322,2822,paperclip,haarclipje,hair clip,hair clip,2,4,,
NAT202401,8569,2825,paperclip,als haarclip gebruiken,hair clip,hair clip,2,4,,
NAT202401,8649,2827,paperclip,als haarspeldje gebruiken ,hair clip,hair clip,2,4,,
NAT202401,8851,2831,paperclip,als moneyclip,money clip,money clip,1.5,5,,
NAT202401,9039,2836,paperclip,als haarclip gebruiken,hair clip,hair clip,2,4,,
NAT202401,9674,2847,paperclip,als haarspeldje gebruiken,hair clip,hair clip,2,4,,
NAT202401,9691,2847,paperclip,kledingstukken mee maken als je veel paperclips in elkaar hangt,create garments hang many paper clips together,create garments hang many paper clips together,2,3,,
NAT202401,9947,2854,paperclip,haar clip,hair clip,hair clip,2,4,,
NAT202401,10100,2857,paperclip,haarklipje van maken ,make hairclip,make hairclip,2,4,,
NAT202401,10311,2864,paperclip,ketting maken met meerdere paperclips,make chain multiple paper clips,make chain multiple paper clips,1,4,,
NAT202401,10749,2875,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,10923,2878,paperclip,als haarclip,hair clip,hair clip,2,4,,
NAT202401,10924,2878,paperclip,paperclip   klein deel velletje als webcam cover,paper clip  small part sheet webcam cover,paper clip  small part sheet webcam cover,3,3,,
NAT202401,11000,2879,paperclip,"paperclips maken in varierende grootte, de grootste groter dan een mens en die op een rij leggen",make paper clips varying sizes  largest larger human place row,make paper clips varying sizes  largest larger human place row,3,2,,
NAT202401,11048,2880,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,11229,2882,paperclip,paperclip riem,paper clip belt,paper clip belt,2.5,4,,
NAT202401,11383,2884,paperclip,als klipje voor je haar gebruiken,clip hair,clip hair,2,4,,
NAT202401,11435,2885,paperclip,Vervanging voor haarclip,Replacement hair clip,replacement hair clip,2.5,4,,
NAT202401,11618,2901,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,11880,2907,paperclip,in je haar doen als clipje,put hair clip,hair clip,2,4,,
NAT202401,11955,2910,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,12403,2915,paperclip,paperclip om viezigheid of kalk uit dunne gleuven te halen ,paper clip remove dirt limescale thin grooves,paper clip remove dirt limescale thin grooves,3,4,,
NAT202401,12405,2915,paperclip,paperclips als basis voor een feestelijke slinger (mooi stuk papier/decoratie aan iedere clip),paper clips basis festive garland,paper clips basis festive garland,3,3,,
NAT202401,12470,2917,paperclip,"Ipv meerdere papieren samenhouden, de paperclip alleen op ̩̩n blad gebruiken omdat het grappig is",Instead holding several papers together  paper clip one sheet funny,clip paper,1,5,,
NAT202401,12549,2918,paperclip,haarclip,hair clip,hair clip,2,4,,
NAT202401,13002,2927,paperclip,wedstrijdje paperclip gooien ,paper clip throwing contest,paper clip throwing contest,2.5,3,,
NAT202401,13215,2932,paperclip,papierklem,paper clip,paper clip,1,5,,
NAT202401,13278,2933,paperclip,Ketting maken van meerdere paperclips ,Make chain several paper clips,make chain several paper clips,1,4,,
NAT202401,13411,2935,paperclip,Gebruiken als knijper,clip,clip,1,4,,
NAT202401,13577,2938,paperclip,microfoon vastclippen,clip microphone,clip microphone,3,3,,
NAT202401,14748,2957,paperclip,haarclipje,hair clip,hair clip,2,4,,
NAT202401,14806,2958,paperclip,een hele ketting van paperclips,whole chain paper clips,whole chain paper clips,2,4,,
NAT202401,14808,2958,paperclip,haarspeldje,hairclip,hairclip,2,4,,
NAT202401,14810,2958,paperclip,neusklem,nose clip,nose clip,2.5,3,,
NAT202401,54,2657,paperclip,papier mee vastbinden,tie paper,tie paper,1,5,,
NAT202401,16052,2673,paperclip,snijden,slash,slash,2,2,,
NAT202401,709,2673,paperclip,snijden,cut,cut,2,2,,
NAT202401,1161,2679,paperclip,zelfmoord plegen door je aderen kapot te scheuren (zag ik in een film van de week),commit suicide tearing veins,tear veins,3,2,,
NAT202401,1296,2681,paperclip,papier,paper,paper,1,0,,
NAT202401,1464,2685,paperclip,op een papier plakken en er iets mee uitbeelden,stick piece paper depict,stick piece paper depict,1,3,,
NAT202401,1467,2685,paperclip,een pols doorsnijden,cutting wrist,cutting wrist,1,2,,
NAT202401,1918,2693,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,2136,2696,paperclip,steel van bloem als je er crepe papier omheen vouwt,stem flower fold crepe paper around,stem of paper flower ,3,3,,
NAT202401,2342,2699,paperclip,in een notitieblokje plakken als decoratie,stick notebook decoration,stick notebook decoration,2,3,,
NAT202401,2443,2700,paperclip,papier mee scheuren,tear paper,tear paper,1,5,,
NAT202401,2784,2704,paperclip,papieren bij elkaar houden,keep papers together,keep papers together,1,5,,
NAT202401,3117,2712,paperclip,knipsel,cutting,cutting,2,2,,
NAT202401,3644,2720,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,3942,2726,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,4102,2730,paperclip,papier,paper,paper,1,0,,
NAT202401,4111,2730,paperclip,papier,paper,paper,1,0,,
NAT202401,4268,2735,paperclip,Om meerdere velletjes papier bijeen te houden,keep several sheets paper together,keep paper sheets together,1,5,,
NAT202401,4573,2745,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,4941,2750,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,4945,2750,paperclip,snijden ,cut,cut,2,2,,
NAT202401,5017,2751,paperclip,papier bijeenhouden,keep paper together,keep paper together,1,5,,
NAT202401,5064,2753,paperclip,op een groot canvas plakken in leuke vormpjes ,stick large canvas nice shapes,stick large canvas nice shapes,3,3,,
NAT202401,5218,2757,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,5400,2760,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,5406,2760,paperclip,papier doorsnijden,cutting paper,cutting paper,2,4,,
NAT202401,5713,2766,paperclip,papier vastmaken,attach paper,attach paper,1,5,,
NAT202401,5824,2767,paperclip,om papier bij elkaar te houden,keep paper together,keep paper together,1,5,,
NAT202401,6106,2775,paperclip,papieren bij elkaar houden ,keep papers together,keep papers together,1,5,,
NAT202401,6228,2778,paperclip,papier,paper,paper,1,0,,
NAT202401,6291,2779,paperclip,papier vastmaken,attach paper,attach paper,1,5,,
NAT202401,6342,2780,paperclip,papier,paper,paper,1,0,,
NAT202401,6346,2780,paperclip,papieren niet verliezen,lose papers,tie papers,1,5,,
NAT202401,6362,2780,paperclip,Stapel papieren op elkaae drukken,Press stack papers together,press stack papers together,1,5,,
NAT202401,6934,2791,paperclip,papier,paper,paper,1,0,,
NAT202401,7103,2793,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,7375,2797,paperclip,snijden,cut,cut,2,2,,
NAT202401,8022,2817,paperclip,papiertje ergens aan vastzetten,attach piece paper,attach piece paper,1,5,,
NAT202401,8023,2817,paperclip,een ander voorwerp dan papier ergens aan vastzetten,attaching object paper,attaching object paper,1,4,,
NAT202401,8142,2819,paperclip,papier samen,paper together,paper together,1,5,,
NAT202401,8249,2820,paperclip,papieren bundelen,bundling papers,bundling papers,1,5,,
NAT202401,8258,2820,paperclip,Je kunt het vastmaken aan je papieren vliegtuig voor extra gewicht,attach paper airplane extra weight,weight for paper airplane,2.5,4,,
NAT202401,8410,2823,paperclip,Hold sheets of paper together,Hold sheets paper together,hold sheets paper together,1,5,,
NAT202401,8632,2827,paperclip,papier bij elkaar houden ,keep paper together,keep paper together,1,5,,
NAT202401,8902,2832,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,8917,2832,paperclip,bladzijdes eraan reigen,ripping pages,ripping pages,2,5,,
NAT202401,9217,2840,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,9613,2846,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,9809,2851,paperclip,papieren hechten,attaching papers,attaching papers,1,5,,
NAT202401,9957,2854,paperclip,papiertjes op prikken,stick pieces paper,stick pieces paper,1,4,,
NAT202401,10018,2856,paperclip,papier samen houden,hold paper together,hold paper together,1,5,,
NAT202401,10137,2858,paperclip,papier snijden,cutting paper,cutting paper,2,4,,
NAT202401,10139,2858,paperclip,Papier bij elkaar houden,Keeping paper together,keeping paper together,1,5,,
NAT202401,10372,2867,paperclip,je kan er papiertjes aan elkaar mee vast maken,attach pieces paper together,attach pieces paper together,1,5,,
NAT202401,10581,2871,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,10881,2877,paperclip,papieren bij elkaar houden,keep papers together,keep papers together,1,5,,
NAT202401,10988,2879,paperclip,op een papiertje plakken en inlijsten,stick piece paper frame,stick piece paper frame,2,3,,
NAT202401,11052,2880,paperclip,papier vastmaken aan elkaar,attach paper together,attach paper together,1,5,,
NAT202401,11376,2884,paperclip,papier mee vastzetten,attach paper,attach paper,1,5,,
NAT202401,11877,2907,paperclip,papiertjes aan elkaar bundelen,bundling papers together,bundling papers together,1,5,,
NAT202401,12072,2911,paperclip,paper aan elkaar maken,putting paper together,putting paper together,1,5,,
NAT202401,12556,2918,paperclip,folders bij elkaar houden,keep folders together,keep folders together,1,4,,
NAT202401,12648,2919,paperclip,papier bij elkaar houden ,keep paper together,keep paper together,1,5,,
NAT202401,12753,2920,paperclip,papieren scheiden,separating papers,separating papers,1,5,,
NAT202401,12856,2923,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,13004,2927,paperclip,afdruk van maken op een canvas door er verf overheen te spuiten en dan de paperclip weghalen,make print canvas spraying paint remove paper clip,make print canvas spraying paint remove paper clip,3,3,,
NAT202401,13111,2931,paperclip,papier mee samenplakken ,stick paper together,stick paper together,1,5,,
NAT202401,13208,2932,paperclip,papier,paper,paper,1,0,,
NAT202401,13402,2935,paperclip,Papieren bundelen,Bundling papers,bundling papers,1,5,,
NAT202401,13570,2938,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,14493,2952,paperclip,papier bij elkaar houden,keep paper together,keep paper together,1,5,,
NAT202401,14911,2960,paperclip,iets mee doorsnijden,cut,cut,2,2,,
NAT202401,14987,2962,paperclip,"als soort van mes, om dingen te snijden / in kleinere stukjes te krijgen",kind knife  cut  get smaller pieces,kind knife  cut  get smaller pieces,3,2,,
NAT202401,15103,2964,paperclip,Om andere dingen dan papier bij elkaar te houden (bv. snoertjes of slingers),keep together paper,keep together paper,1,5,,
NAT202401,15169,2965,paperclip,papier of foto's ordenen in stapels,organize paper photos stacks,organize paper photos stacks,1,5,,
NAT202401,15174,2965,paperclip,voorkomen dat papieren uit een open map vallen,prevent papers falling open folder,prevent papers falling open folder,1,4,,
NAT202401,15245,2969,paperclip,Papier scheuren,Ripping paper,ripping paper,2,5,,
NAT202401,15380,2972,paperclip,Om papier bij elkaar te houden ,keep paper together,keep paper together,1,5,,
NAT202401,133,2658,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,191,2660,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,200,2660,paperclip,schrijfwaar als je inkt hebt,stationery ink,stationery ink,2.5,3,,
NAT202401,250,2661,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,416,2667,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,424,2667,paperclip,iets anders dan papier vasthouden,holding paper,holding paper,1,5,,
NAT202401,603,2672,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,1236,2680,paperclip,"schrijven, in inkt dopen",write  dip ink,write  dip ink,3,3,,
NAT202401,1300,2681,paperclip,boek,book,book,1,0,,
NAT202401,1573,2687,paperclip,als tabs gebruiken in een map,tabs folder,tabs folder,2,5,,
NAT202401,1667,2689,paperclip,pen,pen,pen,2,3,,
NAT202401,1669,2689,paperclip,papier vasthouden,hold paper,hold paper,1,5,,
NAT202401,1921,2693,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,2069,2695,paperclip,als boekenlegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,2335,2699,paperclip,als pen gebruiken,pen,pen,2,3,,
NAT202401,2519,2701,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,2790,2704,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,2871,2707,paperclip,in inkt dopen en als pen gebruiken ,dip ink pen,dip ink pen,2.5,3,,
NAT202401,2936,2708,paperclip,gebruik als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,3021,2709,paperclip,als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,3060,2711,paperclip,bladwijzer,bookmark,bookmark,1,5,,
NAT202401,3061,2711,paperclip,open envelop,open envelope,open envelope,1,4,,
NAT202401,3292,2714,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,3383,2716,paperclip,boekenlegger ,bookmark,bookmark,1,5,,
NAT202401,3528,2718,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,3597,2719,paperclip,pen,pen,pen,2,3,,
NAT202401,3647,2720,paperclip,als boeklegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,3676,2721,paperclip,mappen,folders,folders,1,0,,
NAT202401,3880,2725,paperclip,gebruik het als een bladwijzer,bookmark,bookmark,1,5,,
NAT202401,3881,2725,paperclip,open een envelop,open envelope,open envelope,1,4,,
NAT202401,4004,2728,paperclip,als boekenlegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,4104,2730,paperclip,pen,pen,pen,2,3,,
NAT202401,4106,2730,paperclip,schriften,notebooks,notebooks,1,0,,
NAT202401,4109,2730,paperclip,brievenbaker,letter carrier,letter carrier,2,0,,
NAT202401,4110,2730,paperclip,schriften,notebooks,notebooks,1,0,,
NAT202401,4113,2730,paperclip,pennen,pens,pens,1,3,,
NAT202401,4117,2730,paperclip,schriften,notebooks,notebooks,1,0,,
NAT202401,4198,2731,paperclip,als boekenlegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,4269,2735,paperclip,Als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,4348,2739,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,4355,2739,paperclip,briefopener,letter opener,letter opener,2,4,,
NAT202401,4405,2740,paperclip,in een boek aangeven waar je was gebleven ,indicate book left,indicate book left,2.5,5,,
NAT202401,4575,2745,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,4663,2746,paperclip,als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,4743,2747,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,4802,2748,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,4872,2749,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,5023,2751,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,5116,2754,paperclip,bladwijzder,bookmark,bookmark,1,5,,
NAT202401,5415,2760,paperclip,als pen in de inkt dopen,dipping pen ink,dip pen in ink,2.5,3,,
NAT202401,5488,2761,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,5566,2762,paperclip,als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,5662,2764,paperclip,gebruiken als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,5725,2766,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,5728,2766,paperclip,een brief mee open maken,open letter,open letter,1,4,,
NAT202401,5822,2767,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,5895,2768,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,6054,2774,paperclip,als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,6114,2775,paperclip,Boekenlegger,Bookmark,bookmark,1,5,,
NAT202401,6118,2775,paperclip,Pen,Pen,pen,2,3,,
NAT202401,6119,2775,paperclip,tattoopen ,tattoo pen,tattoo pen,3,3,,
NAT202401,6168,2776,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,6220,2778,paperclip,boekwerken,books,books,1,0,,
NAT202401,6240,2778,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,6296,2779,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,6351,2780,paperclip,bladwijzer,bookmark,bookmark,1,5,,
NAT202401,6664,2786,paperclip,briefopener,letter opener,letter opener,2,4,,
NAT202401,6741,2787,paperclip,Als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,7020,2792,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,7186,2794,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,7840,2814,paperclip,In de inkt dopen om mee te tekenen,Dip ink draw,dip in ink and draw,3,3,,
NAT202401,7842,2814,paperclip,Letters schrijven in koekjesbeslag,Writing letters cookie batter,writing letters,1,3,,
NAT202401,7906,2815,paperclip,paperclip gebruiken als een boekenlegger,bookmark,bookmark,1,5,,
NAT202401,8159,2819,paperclip,pen,pen,pen,2,3,,
NAT202401,8411,2823,paperclip,Bookmark,Bookmark,bookmark,1,5,,
NAT202401,8568,2825,paperclip,als boekenlegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,8855,2831,paperclip,Als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,8910,2832,paperclip,ermee schrijven met inkt,write ink,write ink,2,3,,
NAT202401,8963,2833,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,9037,2836,paperclip,Als boekenlegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,9046,2836,paperclip,In inkt dippen en ermee schrijven,Dip ink write,dip in ink and write,3,3,,
NAT202401,9179,2838,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,9226,2840,paperclip, boekenlegger,bookmark,bookmark,1,5,,
NAT202401,9316,2841,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,9559,2845,paperclip,briefopener,letter opener,letter opener,2,4,,
NAT202401,9563,2845,paperclip,Insteekmapjes,Insert folders,insert folders,1,3,,
NAT202401,9673,2847,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,9725,2848,paperclip,to make sure you dont loose any pages,make sure dont loose pages,make sure dont loose pages,1,5,,
NAT202401,9812,2851,paperclip,letters maken,make letters,make letters,2,3,,
NAT202401,9876,2852,paperclip,gebruiken als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,9949,2854,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,10197,2862,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,10207,2862,paperclip,envelop openen,open envelope,open envelope,1,4,,
NAT202401,10313,2864,paperclip,als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,10382,2867,paperclip,je kan het als boekenlegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,10578,2871,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,10825,2876,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,10996,2879,paperclip,als boekenlegger gebruiken,bookmark,bookmark,1,5,,
NAT202401,11055,2880,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,11320,2883,paperclip,bookmarker,bookmark,bookmark,1,5,,
NAT202401,11500,2886,paperclip,briefje onder een deur door zwiepen,Swiping note door,swiping note door,2.5,3,,
NAT202401,11556,2900,paperclip,als bladwijzer gebruiken,bookmark,bookmark,1,5,,
NAT202401,11619,2901,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,11665,2902,paperclip,boek,book,book,1,0,,
NAT202401,11675,2902,paperclip,notitieboekjes,notebooks,notebooks,1,0,,
NAT202401,11676,2902,paperclip,pennen,pens,pens,1,3,,
NAT202401,11735,2904,paperclip,gebruik als boekenlegger,bookmark,bookmark,1,5,,
NAT202401,11741,2904,paperclip,gebruik als brievenopener,letter opener,letter opener,2,4,,
NAT202401,11971,2910,paperclip,boekenlegger,bookmark,bookmark,1,5,,
NAT202401,12324,2914,paperclip,use as a bookmark,bookmark,bookmark,1,5,,
NAT202401,12543,2918,paperclip,boekenlegger,bookmark,bookmark,1,5,,
